count2019_01,source_name_01_y,ra_01,dec_01
3414,SDSSJ11297+5559,172.428,55.9869
3415,112949-023425,172.457,-2.57369
3416,112951+151648,172.46,15.2798
3418,SBS1127+575,172.515,57.308
3421,113011+014938,172.55,1.82722
3422,J113103+201408,172.765,20.2356
3423,EXO1128.1+6908,172.769,68.8647
3424,113109.5+261335,172.79,26.2264
3425,J113153+282130,172.973,28.3583
3426,J1132+0049,173.056,0.81925
3427,2MASXJ11322058+,173.085,82.3952
3429,NGC3718,173.145,53.0681
3430,Mrk176A,173.148,52.9469
3432,113237+014915,173.154,1.82089
3435,J1132+5257,173.167,52.9504
3436,Mrk176C,173.168,52.9503
3437,J1132+2026,173.173,20.4387
3438,NPM1G+10.0264,173.205,10.2965
3440,113300-162103,173.252,-16.3508
3442,NGC3735tst,173.291,70.39
3444,KUG1130+337,173.375,33.5078
3446,NGC-3725,173.419,61.888
3447,SDSSJ11339+6701,173.483,67.0186
3448,J1134+0018,173.586,0.315667
3450,11343936+283710,173.664,28.6197
3451,113440-140455,173.67,-14.0819
3452,CGCG040-007,173.693,2.92111
3453,11350700+201303,173.779,20.2177
3455,113527+464046,173.866,46.6797
3460,113543+490215,173.933,49.0376
3461,SBS1133+572,173.954,56.9523
3462,UGC6570,173.958,35.3353
3463,NGC3735,173.989,70.5356
3466,113606+621457,174.027,62.2492
3467,NGC3758,174.121,21.5961
3468,Mrk739E,174.122,21.5957
3469,UGC6583,174.227,19.9709
3471,UGC-6586,174.258,15.5706
3472,113704+240546,174.267,24.0963
3474,J1137+1459,174.309,14.9881
3475,NGC-3768,174.31,17.8399
3476,J113721+215222,174.34,21.8728
3477,UGC6593,174.342,25.7413
3479,J113729+195616,174.372,19.9379
3481,NGC3753,174.475,21.9814
3482,113807+111146,174.533,11.1963
3483,NGC3773,174.554,12.112
3485,113834+252353,174.64,25.3981
3487,HE1136-2304,174.712,-23.3598
3489,NGC3783,174.757,-37.7386
3490,SBS1136+594,174.787,59.1986
3491,J1139+3920,174.796,39.3339
3493,KUG1136+342,174.808,33.9308
3494,UGC6614,174.812,17.1436
3495,113916+142842,174.82,14.4783
3496,113917+283947,174.821,28.663
3497,NGC-3780,174.843,56.2707
3498,NGC-3786,174.927,31.9093
3500,NGC-3800,175.056,15.3424
3501,NGC-3798,175.058,24.6969
3502,NGC3801,175.07,17.728
3504,114033+641003,175.141,64.1675
3505,NPM1G-17.0312,175.176,-17.6694
3506,SDSSJ11409+2307,175.225,23.129
3508,NGC-3809,175.317,59.8858
3509,PG1138+222,175.317,21.9394
3511,114117+204953,175.323,20.8314
3512,114118+354351,175.325,35.7309
3513,NGC-3815,175.414,24.8004
3514,NGC3822,175.546,10.2778
3515,114216+140300,175.57,14.0667
3516,UGC6666,175.586,16.0109
3517,J114224+200709,175.602,20.1193
3518,114250-132933,175.711,-13.4925
3519,NGC3831,175.827,-12.8783
3520,114322-191117,175.845,-19.188
3522,J114331+224331,175.881,22.7254
3524,UGC6684NOTES01,175.886,31.4578
3525,SDSSJ11437+5500,175.932,55.0054
3526,114354+075532,175.978,7.92567
3527,J114358+200437,175.996,20.077
3528,J1144+3340,176.079,33.6688
3529,114422+082315,176.095,8.38758
3530,CGCG012-070,176.12,-3.57086
3531,UGC6711,176.124,69.7297
3532,KUG1141+371,176.124,36.8857
3536,SDSSJ11445+6132,176.137,61.5335
3537,J114433+263121,176.138,26.5227
3538,J114439+675721,176.163,67.9559
3539,114444+331915,176.187,33.3209
3540,J114450-013604,176.21,-1.60133
3541,J114452+192715,176.217,19.4543
3542,114503.7+264940,176.266,26.8277
3543,NGC3861,176.266,19.9736
3544,3C264,176.271,19.6064
3545,NGC-3863,176.273,8.46947
3547,NGC3858,176.299,-9.31389
3548,UGC06728,176.316,79.6815
3551,2MASXJ11454045-,176.419,-18.4543
3552,114542+330916,176.426,33.1544
3554,NGC3870,176.486,50.1997
3555,NGC3884,176.551,20.3916
3556,114619-080712,176.58,-8.12
3557,LCRSB114409.4-0,176.678,-3.70667
3558,NGC3879,176.706,69.3836
3559,MRK1457,176.84,52.4494
3560,NGC-3888,176.893,55.9672
3561,J1147+3347,176.917,33.789
3562,114743+014934,176.932,1.82625
3563,IC2961,176.957,31.3447
3565,2MASXJ11480062+,177.003,29.1225
3566,IC735,177.053,13.2095
3568,NGC-3893,177.159,48.7108
3570,MCG+05-28-032,177.191,29.6411
3572,114904-094348,177.27,-9.73003
3574,NGC3898,177.315,56.0843
3575,NGC-3902,177.328,26.1216
3576,CGCG268-089,177.44,50.527
3577,114945+503137,177.44,50.5271
3579,UGC6805,177.551,42.0744
3580,UGC6806,177.584,25.9619
3581,115031+503235,177.63,50.5431
3582,NGC3921,177.78,55.0786
3583,NGC3922,177.806,50.157
3584,115131-000303,177.881,-0.051
3585,J115148+192129,177.952,19.3581
3586,CGCG127-083,178.083,21.1023
3588,J1152+2037,178.127,20.6255
3589,MCG-01-30-041,178.159,-5.20692
3590,NGC3941,178.231,36.9864
3591,115259-291126,178.247,-29.1905
3593,ESO320-G030,178.299,-39.1303
3595,NGC-3945,178.307,60.6756
3596,SBS1150+583,178.36,58.1124
3597,115328+594156,178.37,59.6992
3600,115340+233821,178.417,23.639
3601,Mrk42,178.424,46.2119
3602,115343+573951,178.431,57.6644
3603,J115344+151107,178.436,15.1854
3604,IC2973,178.461,33.3655
3605,115401-193408,178.506,-19.5689
3607,J1154+4258,178.623,42.9802
3609,J1154+3332,178.679,33.5367
3610,NGC-3963,178.745,58.4936
3611,115501+320537,178.757,32.0935
3612,115511.3+061008,178.797,6.169
3613,115517+172915,178.82,17.4875
3614,NGC3976,178.989,6.74944
3615,115606+592529,179.028,59.425
3616,J115612+212339,179.05,21.3943
3617,115623.2+195932,179.097,19.9922
3618,NGC3982,179.118,55.1251
3619,NGC-3986,179.184,32.0218
3620,UGC6923,179.206,53.1603
3621,115704+524903,179.27,52.8177
3622,NGC-3987,179.337,25.1954
3623,J1157+0920,179.355,9.34406
3624,IC748,179.361,7.46083
3625,115736+321639,179.404,32.2776
3627,115746+141751,179.442,14.2975
3629,NGC-3997,179.451,25.2706
3630,115753.4+415614,179.473,41.9372
3631,NGC3998,179.485,55.4535
3632,J1157+2307,179.496,23.1249
3635,NGC-4014,179.649,16.1773
3638,J1158+4243,179.717,42.7225
3639,IC751,179.719,42.5703
3642,115909+000006,179.79,0.00188889
3643,IC752,179.812,42.5669
3646,120057-024523,180.24,-2.75653
3647,120057+064823,180.241,6.80642
3648,CGCG041-020,180.241,6.80644
3649,NGC4019,180.293,14.1043
3650,MRK1310,180.31,-3.67806
3651,NGC-4036,180.362,61.8957
3654,MRK756,180.365,14.0344
3655,120141+044611,180.421,4.76989
3656,CGCG127-135,180.437,20.3283
3657,J120156+203728,180.487,20.6247
3658,120204+351918,180.519,35.3217
3659,J1202+3519,180.519,35.3217
3660,J120204+175447,180.52,17.9132
3661,J1202+1741,180.535,17.6902
3662,120210+351355,180.543,35.2319
3663,J120218+210039,180.575,21.0111
3664,120222+041947,180.596,4.32975
3666,120224+145037,180.6,14.8436
3667,UGC7016,180.6,14.8436
3669,KUG1159+297,180.605,29.4703
3670,J120233+204855,180.641,20.8155
3672,120240.1+544700,180.667,54.7834
3673,J1202+2108,180.702,21.1455
3674,NGC4048,180.709,18.0156
3675,NGC-4047,180.711,48.6362
3676,PGC038055,180.737,-20.9341
3687,NGC4051,180.79,44.5313
3689,J120351+200310,180.964,20.0528
3691,J1204+5150,181.045,51.8339
3693,120428+085332,181.118,8.89239
3694,ARK347,181.124,20.3162
3696,J120433+642615,181.141,64.4366
3697,UGC7064,181.18,31.1773
3699,UGC-7073,181.347,17.886
3700,J1205+1755,181.348,17.9199
3701,120524-212357,181.354,-21.3991
3704,NGC4102,181.596,52.711
3705,NGC4108,181.686,67.1631
3706,120651-110541,181.712,-11.0947
3708,NGC4111,181.764,43.0655
3709,SDSSJ12070+0906,181.77,9.11331
3710,J120709+165944,181.79,16.9956
3712,J120718+203501,181.827,20.5837
3713,NGC4117,181.943,43.1263
3715,SBS1205+556,182.019,55.4076
3716,NGC-4128,182.135,68.7676
3719,NGC4135,182.287,44.0034
3720,NGC-4134,182.292,29.1768
3722,Mrk198,182.309,47.0584
3723,J120915+044807,182.316,4.80222
3725,NGC4138,182.374,43.6853
3726,J120931+191235,182.381,19.2097
3727,NGC4143,182.4,42.5341
3728,J1209+2317,182.415,23.2894
3729,NGC-4148,182.533,35.8776
3740,NGC4151,182.636,39.4058
3746,NGC-4152,182.656,16.0329
3747,J121041+131952,182.674,13.3313
3748,KUG1208+386,182.685,38.3361
3749,NGC4156,182.707,39.4728
3753,SDSSJ12122+0004,183.062,0.0721944
3754,NGC4168,183.072,13.2053
3755,NGC-4169,183.078,29.1793
3756,J1212+2910,183.128,29.1686
3757,121231+151613,183.13,15.2703
3758,J121303+070220,183.263,7.03892
3759,J121303+210126,183.264,21.0241
3760,121309+323547,183.289,32.5963
3761,NGC-4185,183.342,28.5109
3762,NGC-4192,183.451,14.9002
3764,NGC-4193,183.473,13.1729
3765,121402.3+605712,183.51,60.9532
3767,NGC4194,183.54,54.5269
3768,PG1211+143,183.574,14.0536
3770,NGC-4196,183.624,28.4234
3772,121503-141025,183.763,-14.1736
3773,NGC4203,183.771,33.1972
3774,HARO06,183.826,5.76108
3775,J121534+214957,183.893,21.8327
3776,J121536+215433,183.904,21.9093
3777,NGC-4212,183.914,13.9014
3778,NGC-4216,183.977,13.1494
3779,NGC-4221,183.999,66.2308
3780,IC3078,184,12.6872
3781,MRK1469,184.03,50.8251
3782,J121618+174612,184.076,17.7702
3784,NGC-4224,184.14,7.46214
3785,J1216+4726,184.204,47.4389
3786,ESO505-IG030,184.238,-26.2094
3787,ESO505-IG031,184.25,-26.21
3788,NGC-4235,184.291,7.19142
3789,J121737+164338,184.407,16.7275
3790,Mrk202,184.479,58.6599
3791,NGC-4246,184.492,7.18586
3793,121810+442401,184.544,44.4005
3795,UGC7342,184.58,29.2536
3796,Mrk766,184.61,29.8128
3797,NGC4253,184.61,29.8128
3799,UM488,184.611,-0.130639
3800,NGC-4256,184.679,65.8983
3801,NGC-4254,184.707,14.4164
3802,J121850+642110,184.708,64.3529
3806,NGC4258S,184.739,47.304
3807,NGC4258Snew,184.739,47.304
3810,121857+471814,184.74,47.3039
3815,NGC4258,184.74,47.304
3822,J1218+0212,184.74,2.20533
3825,UGC7354,184.791,3.85581
3828,3C270,184.846,5.82531
3829,NGC4261,184.847,5.82519
3831,MS12170+0700,184.879,6.72614
3832,UGC-7367,184.884,49.8157
3833,NGC-4271,184.886,56.7366
3834,NGC4266,184.927,5.53847
3835,NGC4266test,184.931,5.53947
3837,NGC4274,184.961,29.6144
3838,121950.9+273611,184.962,27.6031
3842,B21217+29,185.028,29.2808
3843,NGC4278,185.029,29.2806
3844,NGC-4284,185.053,58.093
3845,NGC-4281,185.09,5.38694
3846,J1220+0534,185.101,5.57275
3847,J122029+101442,185.123,10.2452
3848,J122047+170057,185.197,17.016
3849,NGC-4290,185.198,58.0925
3850,NGC4287,185.202,5.63975
3851,NGC4289,185.26,3.72192
3854,NGC4293,185.304,18.3825
3855,122112-005151,185.304,-0.86425
3857,KUG1218+329,185.326,32.7111
3858,122118+521203,185.326,52.2011
3859,122119+544923,185.332,54.8232
3860,NGC-4296,185.367,6.65419
3861,1221353+1559001,185.397,15.9835
3862,HB891219+047,185.408,4.50728
3863,J122142+143553,185.425,14.5991
3864,NGC4303,185.479,4.47364
3865,VCC528,185.535,6.10297
3866,2MASXJ12221536+,185.564,28.3566
3868,NGC-4312,185.63,15.5379
3869,J1222+0308,185.676,3.14181
3870,NGC-4332,185.695,65.8438
3871,NGC-4321,185.729,15.8225
3873,NGC4335,185.758,58.4447
3876,J1223+0602,185.843,6.04069
3877,MARK50,185.85,2.67914
3879,ugc7464,185.923,2.96142
3880,SBS1221+585,185.928,58.2462
3881,122346+360910,185.944,36.1528
3882,NGC-4357,185.995,48.7795
3883,NGC-4351,186.006,12.205
3884,J1224+1050,186.012,10.8488
3886,122436+551650,186.15,55.2808
3887,J122436+392258,186.151,39.3831
3888,122438+013243,186.161,1.54528
3889,M84,186.266,12.887
3890,3C272.1,186.266,12.8869
3892,J1225+0519,186.273,5.32906
3893,2MASXJ12251310+,186.305,32.2339
3894,NGC4376,186.325,5.74108
3895,NGC4378,186.325,4.92525
3897,2MASXJ12252546+,186.356,28.9441
3898,J122532+500207,186.384,50.0353
3900,122536+450501,186.401,45.0839
3902,NGC-4385,186.427,0.573306
3908,NGC4388,186.445,12.6622
3916,122546+123942,186.445,12.6619
3917,NGC4395,186.454,33.5467
3918,UGC7522,186.495,3.42725
3919,122600-032755,186.501,-3.46522
3920,MS12235+2522,186.517,25.1105
3921,NGC-4402,186.531,13.1128
3923,NGC-4413,186.634,12.611
3924,NGC4412,186.65,3.96472
3925,122654-005239,186.728,-0.877583
3926,NGC-4419,186.735,15.0475
3929,NGC4421,186.76,15.4614
3930,122718+511029,186.827,51.1749
3931,J122720+644805,186.835,64.8015
3932,NGC-4429,186.861,11.1075
3933,NGC-4438,186.94,13.0089
3934,2MASXJ12275875+,186.995,28.8292
3936,NGC-4450,187.123,17.0849
3942,IC3405,187.248,37.7301
3944,NGC-4459,187.25,13.9786
3946,NGC-4461,187.263,13.1838
3948,VCC1175,187.326,10.1358
3949,IC3414,187.37,6.77197
3950,NGC-4477,187.509,13.6364
3953,J123034+011624,187.643,1.27344
3955,NGC4486,187.707,12.3913
3957,123106+522451,187.778,52.4144
3958,NGC-4500,187.842,57.9646
3959,J123140+035534,187.92,3.92631
3960,J1231+4755,187.945,47.9276
3961,2MASXJ12314747+,187.947,34.2672
3963,IC797,187.978,15.1239
3965,NGC4501test,187.996,14.4197
3968,NGC4501,187.997,14.4206
3969,1232103+7649199,188.043,76.8222
3970,1232103,188.043,76.8222
3971,123225+361742,188.107,36.295
3972,SDSSJ12326+6624,188.156,66.4145
3974,ARK377,188.356,13.233
3975,123351-210345,188.464,-21.0625
3977,NGC-4527,188.535,2.65383
3979,NGC-4531,188.566,13.0755
3981,NGC-4535,188.585,8.19806
3982,NGC-4536,188.613,2.18792
3983,123442+491928,188.675,49.3247
3984,NGC4507,188.903,-39.9093
3985,123537+035318,188.907,3.88853
3986,MESSIER089,188.916,12.5564
3987,J123542-001254,188.927,-0.215167
3988,2MASXJ12354871+,188.953,29.1942
3989,MCG+07-26-030,188.966,38.3761
3990,NGC-4565,189.087,25.9877
3991,NGC-4567,189.137,11.2586
3992,NGC-4568,189.143,11.2386
3994,J123638+242543,189.159,24.4288
3997,NGC4569,189.208,13.1629
3998,NGC-4570,189.222,7.24781
4000,NGC-4578,189.378,9.55528
4001,IC3600,189.421,27.1295
4003,IC3599,189.422,26.7078
4004,NGC4579,189.431,11.818
4007,J1237+0522,189.452,5.3685
4009,123805+012839,189.521,1.47775
4010,J1238+0419,189.618,4.31914
4011,ESO506-027,189.727,-27.3078
4012,J1239-1610,189.776,-16.18
4013,NGC4592,189.828,-0.531972
4014,123918-214933,189.829,-21.8258
4015,J1239+1635,189.899,16.5879
4016,J123939+071007,189.913,7.16878
4018,NGC4593,189.914,-5.34422
4019,KUG1237+405,189.938,40.2469
4020,123950-230440,189.962,-23.0777
4021,J1239+3458,189.965,34.9749
4022,NGC-4605,189.997,61.6092
4023,MESSIER104,189.998,-11.6231
4024,124042-201841,190.178,-20.3114
4028,J1240+0803,190.229,8.0565
4031,NGC-4617,190.274,50.3935
4033,J124113+223541,190.308,22.595
4034,124120+300718,190.334,30.1218
4035,J1241+1343,190.356,13.7296
4036,NGC-4614,190.381,26.0431
4037,NGC4615,190.405,26.0727
4038,J124144+350345,190.436,35.0627
4039,NGC4631,190.533,32.5414
4041,NGC4628,190.605,-6.97117
4043,2MASXJ12423600+,190.65,78.1222
4044,NGC4633,190.656,14.3571
4045,J124240+141744,190.671,14.2959
4047,NGC4636,190.708,2.68775
4048,NGC4639,190.719,13.2569
4049,124303-011657,190.762,-1.28272
4050,NGC-4643,190.834,1.97833
4051,J124321+111212,190.84,11.2034
4053,124329+292800,190.87,29.4668
4054,IC3704,190.94,10.7701
4055,MRK220,190.95,54.8961
4056,J124351+130813,190.967,13.1368
4057,124408+483839,191.036,48.6444
4058,J124437-100459,191.157,-10.0831
4059,J124442+404044,191.178,40.679
4060,IC3730,191.277,21.1695
4061,12450791-082305,191.283,-8.38472
4062,NGC-4666,191.286,-0.461889
4063,2MASXJ12453537+,191.397,28.762
4064,eso507-g007,191.427,-26.2436
4065,PG1244+026,191.647,2.36886
4066,NGC4686,191.666,54.5342
4067,J1246+0951,191.693,9.85053
4068,NGC4685,191.797,19.4644
4069,NGC4684,191.823,-2.7275
4072,NGC4691,192.057,-3.33278
4073,J124815+105901,192.063,10.9834
4074,NGC4698,192.095,8.4875
4075,NGC-4711,192.191,35.3328
4076,124858+403545,192.245,40.5959
4078,IRAS12468-1107,192.375,-11.401
4079,NGC-4712,192.394,25.4703
4081,12495294+803619,192.471,80.6055
4082,NGC-4750,192.53,72.8745
4083,2MASXJ12501385+,192.558,7.57919
4084,NGC-4725,192.611,25.5007
4085,SDSSJ12504+0013,192.614,0.229444
4086,125028-265033,192.62,-26.8425
4087,SDSSJ12507-0249,192.677,-2.82533
4089,NGC4736,192.721,41.1204
4090,125112+045132,192.804,4.85906
4091,125130+314852,192.873,31.8144
4092,IC3834,192.885,-14.2214
4093,NGC4748,193.052,-13.4147
4094,2MASXJ12521769+,193.074,27.0856
4095,NGC-4754,193.074,11.3136
4096,ESO575-IG016NED,193.152,-21.9108
4099,J125314+042748,193.31,4.46311
4100,NGC4772,193.372,2.16833
4101,125333+033814,193.391,3.63722
4103,NGC-4779,193.462,9.70911
4105,125441+492219,193.672,49.3721
4106,UGC8040,193.681,58.7764
4108,NGC-4814,193.841,58.3441
4109,J1255+6336,193.975,63.6116
4111,1255590+8016110,193.996,80.2697
4114,J1256-0804,193.999,-8.076
4116,Mrk231,194.059,56.8737
4117,2MASXJ12561908+,194.08,2.19908
4118,J125620+052835,194.085,5.47647
4119,NGC4813,194.15,-6.81778
4123,125801+013433,194.505,1.57583
4124,J125805+281433,194.523,28.2426
4125,J125809+284230,194.539,28.7086
4127,2MASXJ12585813+,194.742,2.97567
4130,NGC-4868,194.787,37.3103
4131,J125913+355119,194.805,35.8553
4132,J125916+270622,194.819,27.1062
4133,1259227+2601345,194.844,26.0263
4135,125939+532028,194.916,53.3413
4136,J125947+214847,194.947,21.8132
4137,2MASXJ12595224-,194.968,-25.2783
4138,MRK0235,195.009,33.4374
4139,MARK236,195.083,61.6549
4140,J130035+273427,195.149,27.5742
4141,J1300+3620,195.178,36.3456
4143,NGC4897,195.221,-13.4497
4144,SDSSJ13009-0120,195.227,-1.34636
4145,130105.0+094525,195.271,9.75681
4150,NGC4903,195.345,-30.935
4151,NGC4922A,195.352,29.3083
4152,NGC4922B,195.355,29.3139
4154,130125+291849,195.355,29.3138
4155,J130134+372310,195.392,37.3862
4156,130143+295537,195.433,29.9268
4159,Mrk783,195.745,16.4075
4160,CGCG015-059,195.817,1.46858
4161,NPM1G-13.0407,195.843,-13.6927
4163,SBS1301+540,195.998,53.7917
4165,NGC4941,196.055,-5.55158
4168,NGC4939,196.06,-10.3396
4169,130424+362848,196.103,36.4799
4171,NGC-4956,196.254,35.1781
4172,130502+533914,196.262,53.6539
4173,130507-282347,196.283,-28.3964
4174,130516+565919,196.317,56.9888
4175,130546+014043,196.443,1.67864
4176,130549-033825,196.456,-3.64036
4177,130558+035723,196.494,3.95644
4178,SDSSJ13062+5857,196.563,58.9593
4179,NGC4966,196.572,29.0628
4180,130617+533907,196.574,53.6521
4182,ESO323-077,196.609,-40.4146
4183,130705-234037,196.775,-23.6769
4184,NGC4968,196.775,-23.677
4187,J1307+5237,196.853,52.621
4188,130727.9+044546,196.866,4.76283
4190,130750+031140,196.962,3.19467
4191,KUG1305+351,196.98,34.9194
4192,130804-234749,197.018,-23.7969
4194,NGC-4986,197.102,35.2064
4195,130837+434415,197.158,43.7375
4196,130842-242258,197.175,-24.3828
4197,130850-004902,197.209,-0.817417
4198,130855-004805,197.231,-0.801611
4199,NGC4992,197.273,11.6341
4203,J130930+285909,197.378,28.986
4204,J130947+285425,197.448,28.907
4205,J1310+1943,197.501,19.7184
4206,UGC08250,197.584,32.482
4208,NGC5005,197.735,37.0589
4209,J131101+293442,197.757,29.5784
4213,131206+461146,198.026,46.1962
4214,J131211+044641,198.047,4.77822
4215,J131225+283215,198.108,28.5378
4216,J131229+340321,198.123,34.0559
4218,J1313+5113,198.263,51.2316
4219,IISZ10,198.274,-11.1284
4220,SDSSJ13130+0127,198.274,1.46556
4221,NGC-5033,198.365,36.594
4224,J131335+290735,198.397,29.1266
4225,131350-033622,198.462,-3.60622
4226,131352+020757,198.468,2.13253
4227,131357+454216,198.492,45.7045
4229,131407+300054,198.53,30.0151
4230,131408-002628,198.536,-0.441083
4231,J1314+5555,198.54,55.9251
4233,131459+511622,198.749,51.2725
4234,J131508+302413,198.784,30.4038
4235,J131509+293810,198.789,29.6363
4236,131513+442426,198.808,44.4074
4238,UGC08327NED02,198.822,44.4071
4239,131526-024032,198.86,-2.67564
4240,131612+340347,199.05,34.063
4242,MRK1477,199.061,41.4944
4243,J1316+2524,199.07,25.4052
4244,J1316+3040,199.085,30.6784
4245,131659+053924,199.249,5.65681
4246,IC4218,199.264,-2.26128
4247,131757+034808,199.49,3.80231
4249,J131810-011437,199.542,-1.24367
4250,131831+541803,199.629,54.3009
4252,131915+543606,199.816,54.6018
4253,1319189,199.829,51.1268
4254,131919+510737,199.829,51.1267
4255,NGC5077,199.882,-12.6569
4257,NGC5089,199.914,30.2567
4258,MCG-03.34.049,200.027,-17.1182
4259,J1320+0754,200.057,7.90783
4260,132014+335358,200.06,33.8995
4262,2MASXJ13202200-,200.092,-23.5406
4263,2MASXJ13202821+,200.117,29.6017
4264,J1320+1515,200.19,15.2591
4265,NGC5109,200.218,57.6447
4266,132053+321127,200.223,32.1908
4267,NGC5106,200.248,8.97833
4268,J1321+0020,200.346,0.342444
4269,J1321+3114,200.439,31.2372
4270,132210+331006,200.542,33.1683
4271,MCG-03-34-064,200.602,-16.7284
4272,1319-162,200.602,-16.7284
4274,NGC-5116,200.732,26.9807
4275,132330+344433,200.873,34.7425
4279,NGC5127,200.937,31.5658
4280,132348+431804,200.952,43.3012
4281,J132352+134403,200.968,13.7343
4283,ngc5131,200.989,30.9884
4284,132360+305557,201,30.9324
4285,J1324+1535,201.053,15.594
4286,UGC08426,201.066,31.3454
4287,J1324+0446,201.118,4.77492
4288,2MASXJ13243528-,201.147,-19.7531
4289,132442+290259,201.177,29.0496
4291,1322+2918,201.178,29.0494
4292,NGC5141,201.214,36.3783
4293,NGC5143,201.255,36.4373
4294,NGC5128,201.327,-42.9973
4296,J1325+1905,201.454,19.0974
4297,MRK66,201.474,57.2545
4298,132616+584100,201.57,58.6834
4299,J132632+142512,201.637,14.4201
4300,132730+332332,201.875,33.3922
4301,132730.8+205251,201.878,20.8809
4302,IC4253,201.885,-27.8723
4304,132738+002654,201.909,0.448556
4305,J132810+095533,202.044,9.92603
4306,NGC-5166,202.063,32.0324
4309,J1328+4635,202.105,46.5916
4310,132838+333618,202.159,33.6051
4311,J1329+1214,202.268,12.2378
4312,132916+530455,202.318,53.0821
4313,NGC-5172,202.331,17.0517
4314,2MASXJ13291966+,202.332,32.0047
4315,J1329+1137,202.372,11.6248
4316,132948+310749,202.451,31.1301
4317,M51,202.47,47.1952
4320,133006-014314,202.526,-1.72061
4321,J1330-0139,202.548,-1.66317
4322,J1330+2639,202.558,26.6657
4326,VIIIZw318,202.633,-0.60375
4331,NGC-5190,202.66,18.1339
4333,UGC8502b,202.664,31.2845
4334,13304175-213947,202.674,-21.6633
4335,3C286,202.785,30.5092
4338,133125+110218,202.858,11.0385
4339,133147.1+591047,202.946,59.1798
4340,UGC8516,202.969,20.0011
4341,IRAS13293+0216,202.97,2.01647
4343,J1332+6242,203.029,62.7007
4344,J1332+6246,203.043,62.7677
4345,MRK0661,203.057,26.9498
4346,MRK661,203.057,26.9501
4347,MRK789,203.101,11.1063
4348,133232.3+071739,203.134,7.29422
4349,J1332+2634,203.19,26.5803
4350,13330839-233238,203.285,-23.5442
4351,133317+324539,203.321,32.7608
4352,133320+512925,203.334,51.4903
4353,133335+294921,203.396,29.8225
4355,133355.8+181821,203.482,18.3059
4356,133415+341139,203.562,34.1941
4358,NGC5216A,203.673,61.9934
4359,UGC-8560,203.731,31.3935
4360,133456+134432,203.733,13.7422
4362,133524+275443,203.85,27.9119
4363,133524+012438,203.852,1.41056
4364,133531+340908,203.88,34.1521
4365,J1335+0259,203.951,2.99897
4366,ESO383-G035,203.974,-34.2956
4367,133555+353518,203.98,35.5883
4368,133558+014348,203.994,1.73006
4369,NGC-5250,204.03,51.2359
4370,133611+092841,204.046,9.47803
4371,133612+044424,204.051,4.74008
4372,133642+344447,204.175,34.7463
4374,133723+035350,204.347,3.89742
4375,1327+4326,204.417,39.1549
4376,1335+39,204.417,39.1551
4377,ESO509-IG083,204.458,-23.9947
4378,133813+324922,204.554,32.8229
4379,J1338-0023,204.564,-0.398528
4380,NGC5252,204.566,4.54258
4382,MRK265,204.57,27.7714
4383,NGC5256,204.572,48.2756
4384,NGC5256B,204.572,48.2756
4385,NGC5256Btst,204.572,48.2756
4387,NGC5256S,204.572,48.2756
4389,NGC5256cntr,204.573,48.2767
4394,133904+020949,204.769,2.16378
4395,J133913+043724,204.805,4.62344
4396,133923+510304,204.846,51.0511
4397,KUG1337+293,205.013,29.1372
4398,134019-235129,205.083,-23.858
4399,134049+052458,205.208,5.41631
4401,134101+300655,205.253,30.1153
4403,NGC5283,205.275,67.6721
4404,MRK0268,205.296,30.3781
4405,Mrk268,205.296,30.3782
4406,R14.01,205.304,-14.6444
4407,134124+561016,205.353,56.1711
4409,134139+554014,205.413,55.6706
4410,134143-292000,205.432,-29.3333
4412,2MASXJ13415456+,205.477,29.6831
4414,NGC5273,205.535,35.6542
4417,SBS1340+569,205.542,56.7028
4419,2MASXJ13421251-,205.552,-5.09194
4420,134244+350346,205.685,35.0628
4421,CGCG131-029,205.728,22.1452
4422,J1343+5910,205.876,59.1679
4423,UGC8688,205.876,43.4631
4424,J1344+1933,206.065,19.5667
4425,134422+555704,206.093,55.9514
4427,MARK273,206.175,55.8869
4428,134505+034815,206.275,3.80428
4429,IRAS13428+2334,206.314,23.3166
4430,NGC-5290,206.33,41.7126
4431,J134526+230712,206.36,23.1201
4432,134527+475521,206.363,47.9227
4433,134604+353113,206.516,35.5204
4434,Mrk69,206.534,29.6361
4435,CGCG017-068NED0,206.583,-3.42806
4436,J1346-0325,206.592,-3.41822
4437,NGC-5297,206.599,43.872
4438,J1346+2242,206.627,22.706
4439,J1346+6423,206.634,64.3904
4447,J1346+5228,206.67,52.4769
4448,134640+522836,206.67,52.4769
4449,MRK796,206.706,14.4006
4450,NGC-5308,206.752,60.9732
4451,MRK1361,206.768,11.1064
4452,CGCG045-099,206.788,3.64389
4453,J1347+3405,206.795,34.0887
4454,UGC8718,206.824,34.1489
4455,Mrk461,206.825,34.1484
4456,J134750+374500,206.959,37.7503
4457,J1347+4654,206.99,46.9097
4459,J1348+1803,207.139,18.0532
4460,2E1346+2646,207.145,26.5195
4461,J1348+1724,207.194,17.4062
4462,B2_1346+26,207.218,26.5928
4463,NGC-5311,207.234,39.9851
4464,IC4329,207.272,-30.2958
4465,134939+474907,207.416,47.819
4466,NGC-5313,207.435,39.9848
4467,UM614,207.47,2.07917
4469,135036+334217,207.65,33.7049
4470,NGC-5326,207.711,39.5749
4471,J135057+245844,207.738,24.9789
