count2019_01,source_name_01_y,ra_01,dec_01
1118,IRAS03355+0104,54.5433,1.23839
1120,0335+09,54.6687,9.96997
1121,IRAS03359+1523,54.6946,15.5486
1122,NGC1398,54.717,-26.3378
1123,CGCG465-003,54.7367,20.4024
1124,033906-143641,54.7779,-14.6114
1126,0339256+4111574,54.8567,41.1993
1127,033955-063229,54.9832,-6.54136
1128,0340580,55.2417,10.736
1131,NGC1410,55.2946,-1.29886
1132,2MASXJ03413491-,55.3954,-7.32378
1133,NGC-1417,55.4892,-4.70486
1134,ESO-548-G81,55.5142,-21.2445
1135,ESO548-G081,55.5155,-21.2444
1137,KUG0339-007B,55.6118,-0.582833
1138,NGC-1421,55.622,-13.4881
1139,NGC-1425,55.6229,-13.4884
1141,J034240-131722,55.6671,-13.2896
1144,UGC-2837,55.9771,40.0157
1145,UGC-2836,55.987,39.2952
1147,034415-100757,56.0663,-10.1325
1148,034516-112610,56.32,-11.4361
1149,034545-071526,56.4382,-7.25753
1150,034545-071527,56.4383,-7.2575
1151,034547-000025,56.4499,-0.00711111
1152,034652-041112,56.7183,-4.18661
1153,034652-102040,56.72,-10.3445
1154,NGC-1459,56.742,-25.5231
1155,IRAS03450+0055,56.917,1.08722
1157,0350003-0127577,57.5012,-1.466
1158,0350003,57.5012,-1.46603
1163,J0350-0127,57.5015,-1.466
1167,035220-005824,58.0838,-0.973361
1169,0353424+3714077,58.4267,37.2355
1170,IC355,58.4425,19.9739
1171,035356-091026,58.4871,-9.17386
1172,J035407+155924,58.532,15.9901
1173,2MASXJ03540948+,58.5395,2.82519
1175,035509-172810,58.7887,-17.4694
1176,J035514+143614,58.8116,14.6041
1177,2MASXJ03560088-,59.0037,-13.7092
1178,2MASXJ03562913-,59.1215,-4.97519
1179,ESO-419-G12,59.2921,-28.8767
1180,0354-1855,59.2929,-18.7774
1181,NGC1489,59.4087,-19.2166
1182,MCG+00.11.002,59.4942,-0.190444
1183,035807-111809,59.5317,-11.3025
1186,3C98,59.7267,10.4342
1187,ESO-483-G6,60.1104,-25.1819
1188,0401050+2256185,60.2708,22.9385
1189,ESO549-G049,60.6071,-18.0476
1190,UGC-2916,60.6411,71.706
1191,040246-210709,60.692,-21.1192
1192,UGC2936,60.701,1.96572
1194,0403033+2144518,60.7637,21.7477
1195,040440-163013,61.1688,-16.5036
1196,IRASF04023-1638,61.1692,-16.5039
1197,MRK1193,61.7546,-10.1708
1198,ESO-420-G3,61.9414,-29.8597
1199,IRAS04061+1522,62.2512,15.5136
1200,SDSSJ04094-0429,62.3712,-4.48417
1202,041010-175659,62.5424,-17.9498
1203,ESO-483-G12,62.595,-23.6175
1204,041103-175237,62.7646,-17.8769
1205,NPM1G-00.0148,63.2792,-0.837778
1207,UGC-2988,63.412,25.483
1208,0414502+0146013,63.7091,1.767
1209,0414502,63.7092,1.76708
1210,IRAS04124-0803,63.7195,-7.92772
1211,J041545+312350,63.9404,31.3966
1212,0414+00,64.1796,0.272806
1213,04173688,64.4037,27.0678
1214,3C111,64.5886,38.0266
1216,NGC-1552,65.0737,-0.692778
1217,NGC-1530,65.8628,75.2956
1218,2MASXJ04234080+,65.92,4.13386
1220,042429-033933,66.1233,-3.65917
1222,2MASXJ04252247+,66.3437,9.85608
1225,042718-064308,66.8255,-6.71886
1226,2MASXJ04273897-,66.9124,-11.7257
1229,2MASXJ04282604-,67.1084,-4.56361
1230,NGC-1591,67.3779,-26.7133
1231,UGC3059,67.4269,3.68203
1232,042946-031929,67.4437,-3.32486
1233,IRAS04281-0944,67.6387,-9.62908
1234,NGC-1589,67.6893,0.863667
1237,J043113+083039,67.8075,8.511
1238,RXSJ04316-0241,67.9041,-2.68969
1239,NGC1599,67.9114,-4.58836
1240,043159-255509,67.9996,-25.9192
1241,MRK1506,68.2963,5.35436
1243,NGC1614,68.4995,-8.57889
1244,RXSJ04344+7127,68.6191,71.468
1246,IRAS04332+0209,68.9517,2.25806
1248,MCG+00-12-051,69.0776,-2.83139
1249,MRK618,69.0927,-10.3761
1250,MCG+00-12-054,69.1258,-2.86636
1251,NGC-1620,69.1556,-0.143611
1286,J0437+2456,69.2653,24.9353
1287,04370366,69.2655,24.9353
1288,NGC-1625,69.2763,-3.30364
1290,0437170+6637420,69.2843,66.6283
1291,J0437+6637,69.2843,66.6284
1293,MCG-02-12-050,69.5592,-10.7959
1294,2MASXJ04382833-,69.618,-14.4103
1295,UGC-3117,69.7092,2.84467
1296,043946-131622,69.9434,-13.2728
1298,0439583+4920510,69.9929,49.3475
1299,NGC-1633,70.038,7.34944
1300,04401706,70.0708,-16.0425
1301,NGC1636,70.1675,-8.60781
1302,IRAS04385-0828,70.2288,-8.37278
1303,NGC-1638,70.402,-1.809
1304,UGC3134,70.4508,-1.30194
1305,NGC-1642,70.7287,0.618556
1306,044313-150934,70.8046,-15.1594
1308,UGC3142,70.945,28.9718
1309,J0444+2813,71.0376,28.2167
1310,IRAS04416+1215,71.12,12.3531
1311,044440-170854,71.1696,-17.1484
1313,NGC-1654,71.4521,-2.08389
1314,IC-392,71.6073,3.50553
1315,UGC3157,71.6241,18.4609
1317,NGC-1659,71.625,-4.78886
1318,NPM1G-03.0212,71.7366,-3.08664
1319,0447281-0653179,71.8671,-6.88833
1320,044729-162857,71.8725,-16.4825
1321,0445-1741,71.8775,-17.5969
1322,UGC-3150,72.1122,73.4692
1324,NGC1667,72.1547,-6.31981
1325,0446-2349,72.2331,-23.7298
1326,UGC-3181,72.6561,6.00886
1327,045115-262755,72.8159,-26.4653
1328,J045139-053838,72.9137,-5.64414
1329,MCG-01-13-025,72.923,-3.80933
1330,NGC1681,72.9586,-5.80325
1331,1RXSJ045205.0+4,73.0207,49.546
1332,NGC1685,73.1424,-2.94936
1333,J0452-0312,73.1854,-3.21583
1334,UGC3193,73.219,3.05717
1340,0453246,73.3525,-4.79261
1341,CGCG420-015,73.3571,4.06169
1343,0454318+5240066,73.6325,52.6685
1344,NGC-1691,73.6598,3.26797
1346,RXSJ04558+0238,73.972,2.64719
1347,UGC-3207,74.0407,2.15692
1348,IC-2106,74.1412,-28.5028
1349,ESO552-G39,74.6679,-21.9919
1351,UGC3223,74.7892,4.975
1352,UGC-3224,74.8379,5.61831
1354,NGC-1726,74.9246,-7.75525
1355,2MASXJ05002077+,75.0867,9.28222
1356,MCG-02-13-036,75.2576,-8.96111
1358,MRK1089,75.4073,-4.25792
1359,IIZw028,75.425,3.57444
1360,MRK1091,75.4267,-14.2609
1361,NGC-1738,75.4442,-18.1586
1362,IRAS04596-2257,75.4525,-22.8897
1364,MS04595+0327,75.5375,3.53053
1365,CGCG394-070,75.7238,-1.28622
1366,2MASXJ05025822+,75.7425,22.9977
1367,NGC-1762,75.9042,1.57333
1368,05042577,76.1071,-8.38306
1370,NGC-1784,76.363,-11.8715
1372,050545-235114,76.4405,-23.8539
1373,J05054-2348,76.4405,-23.8539
1381,CGCG468-002NED0,77.0821,17.3634
1382,0508212,77.0883,17.3689
1383,UGC-3245,77.1692,70.4801
1385,UGC3255,77.4591,7.48333
1390,UGC-3250,77.6317,63.1654
1391,4U0517+17,77.6896,16.4988
1393,CGCG469-002NED0,77.6983,18.0197
1394,MRK1094,77.7004,-2.68161
1395,ESO-553-G20,77.9104,-20.4272
1396,NGC-1819,77.9423,5.20061
1399,NGC-1832,78.0139,-15.6878
1400,05151978,78.8325,18.9144
1401,3C136.1,79.0127,24.9736
1402,AKN120,79.0475,-0.14975
1404,MCG-02-14-009,79.0883,-10.5614
1407,VIIZw031,79.1935,79.6703
1408,CGCG258-006,79.2241,53.1918
1409,051824-250855,79.6,-25.1486
1411,J051925+174230,79.8571,17.7086
1412,ESO362-G018,79.8992,-32.6578
1413,UGC-3253,79.9254,84.0526
1414,UGC-3294,80.2666,4.00636
1415,2MASXJ05210654-,80.277,-10.2464
1416,UGC-3296,80.3412,4.88781
1418,NGC1875,80.4404,6.68892
1419,0522545+5713280,80.727,57.2244
1420,ESO362-G021,80.7417,-36.4586
1422,052627-211712,81.6137,-21.2867
1423,2MASXJ05295547+,82.4813,44.5775
1424,0532077+0110353,83.0321,1.17644
1428,ESO-423-G20,83.5284,-28.4658
1429,ESO-423-G24,83.6734,-29.2331
1431,NGC-1961,85.52,69.3786
1432,UGC3351,86.4495,58.701
1433,0546140-1801151,86.5583,-18.0209
1435,NGC2110,88.0473,-7.45644
1437,IRAS05480+5927,88.1167,59.4756
1438,2MASXJ05544366+,88.6821,37.4603
1439,MCG+08-11-011,88.7234,46.4393
1440,UGCA116,88.9275,3.39222
1442,EXO055620-3820.,89.5082,-38.3346
1443,J0558-3820,89.5083,-38.3346
1444,0558117+5328180,89.5487,53.4717
1445,A-0553+68,89.6082,68.4608
1446,IRAS05589+2828,90.5445,28.4727
1447,NGC-2128,91.1425,57.6277
1448,NGC-2179,92.0091,-21.7467
1449,0608409,92.1706,74.8409
1450,060902-193239,92.2584,-19.5441
1451,UGC-3407,92.2837,42.0852
1452,061140-122521,92.9189,-12.4224
1454,MCG+08.12.003,93.1809,47.5142
1455,0613100+5026285,93.2917,50.4412
1456,0614300+5106500,93.625,51.1139
1457,IRAS06107+5537,93.7475,55.6073
1465,NGC-2207,94.092,-21.3725
1466,IC-2163,94.1155,-21.3753
1468,UGC-3413,94.2537,81.1378
1469,061731-291233,94.3813,-29.2091
1470,IC-440,94.8055,80.0684
1471,J062027+250508,95.1125,25.0854
1472,ESO-556-G15,95.2729,-20.0475
1473,NGC-2217,95.415,-27.2334
1474,CGCG144-004,95.46,27.1683
1475,RXSJ06225-2317,95.6396,-23.295
1476,J0623-0607,95.7721,-6.12028
1477,0623259+5711509,95.858,57.1974
1478,ESO426-G002,95.9433,-32.2166
1479,NGC-2223,96.1491,-22.8386
1480,IC-2166,96.7318,59.0801
1481,062701-140053,96.755,-14.0147
1482,063138-140029,97.91,-14.0081
1483,UGC-3478,98.1965,63.6737
1485,Fair1140,99.4878,-32.878
1486,0639399,99.9162,15.7622
1487,ESO490-IG26,100.049,-25.8953
1488,2MASXJ06411806+,100.325,32.8254
1490,UGCA130,100.564,75.6258
1492,UGC-3536,101.515,29.3481
1493,J064732+292210,101.885,29.3696
1495,NGC-2293,101.929,-26.753
1516,NGC2273,102.536,60.8458
1536,UGC-3573,102.95,27.4814
1537,B2_0648+27,103.01,27.4609
1539,Mrk6,103.051,74.427
1540,CGCG234-021,103.154,45.7806
1541,MARK373,103.646,50.3528
1542,UGC-3594,103.704,23.5019
1543,UGC-3596,103.899,39.7644
1544,UGC3601,103.956,40.0003
1546,065840-283339,104.669,-28.5608
1547,CGCG085-019,104.685,18.6519
1548,UGC-3581,104.762,80.0035
1549,MARK374,104.909,54.1966
1551,UGC-3642,106.085,64.0203
1552,0704210-2135190,106.087,-21.5886
1587,ESO558-G009,106.088,-21.5886
1597,UGC-3660,106.645,63.8488
1598,CGCG085-037,106.945,18.7636
1599,NGC-2339,107.086,18.7802
1600,NGC-2333,107.089,35.17
1601,NGC2329,107.283,48.6156
1602,CGCG234-071,107.316,49.8202
1603,UGC-3723,107.675,34.421
1604,UGC3697,107.845,71.8363
1606,NGC2350,108.301,12.2661
1607,UGC3752,108.516,35.2792
1608,MRK376,108.563,45.6988
1609,NGC-2268,108.573,84.3823
1612,2MASXJ07180060+,109.502,44.0909
1614,0719308+5921184,109.879,59.3551
1674,UGC3789,109.879,59.3552
1678,MCG+10.11.025,109.982,60.2364
1679,UGC-3816,110.802,58.0647
1680,UGC3829NED01,110.931,33.442
1682,0724120,111.05,6.29039
1683,UGC-3828,111.149,57.9676
1684,NGC2377,111.238,-9.65994
1685,UGC-3845,111.678,47.094
1687,NGC-2276,111.81,85.7546
1688,UGC3838,112.048,72.5731
1689,UGC-3850,112.062,63.2556
1690,NGC2388,112.222,33.8192
1691,NGC-2389,112.269,33.861
1692,IC-467,112.577,79.8725
1694,UGC-3904,113.382,30.563
1696,2MASXJ07334376+,113.432,31.8083
1698,UGC3901,113.471,49.2919
1700,073358+422304,113.496,42.3846
1701,073502+324919,113.759,32.8221
1702,NGC2410,113.759,32.8221
1703,073506+393300,113.777,39.5502
1706,MARK9,114.237,58.7704
1707,MRK0009,114.237,58.7704
1708,UGC-3936,114.262,13.601
1709,J0737+3131,114.316,31.5197
1710,NGC-2424,115.164,39.2333
1711,J074110+430123,115.296,43.0233
1713,SDSSJ07413+3413,115.325,34.2319
1714,Mrk79,115.637,49.8097
1717,Mrk78,115.674,65.177
1723,NGC-2435,116.057,31.6511
1725,2MASXJ07444639+,116.193,42.8446
1726,UGC-3984,116.307,70.0324
1727,074536+411137,116.4,41.1938
1728,J074536+470828,116.403,47.1411
1730,J074624+482000,116.604,48.3336
1731,074645+425602,116.691,42.9341
1732,074646+374300,116.694,37.7168
1733,J074655+441556,116.733,44.2657
1734,J074704+275650,116.77,27.9475
1735,NGC-2449,116.834,26.9317
1736,MARK10,116.871,60.9335
1738,J074732+270108,116.885,27.0191
1739,UGC-4029,117.079,34.3323
1740,J074826+271752,117.109,27.298
1743,074953+451454,117.472,45.2485
1744,ARK141,117.494,55.9244
1745,J075004+342845,117.518,34.4793
1746,UGC-4047,117.538,30.7324
1747,UGC04043,117.693,54.3622
1750,J0751+4948,117.966,49.8144
1751,NGC-2441,117.978,73.0157
1752,075225+362718,118.106,36.4553
1753,RXJ07527+2617,118.19,26.2935
1754,J075255+170100,118.23,17.0169
1755,075257+401026,118.238,40.174
1756,SDSSJ07531+4341,118.296,43.6866
1757,J0753+4405,118.394,44.0954
1758,J075341+525238,118.421,52.8773
1759,075341+262933,118.423,26.4927
1760,NGC-2470,118.586,4.45969
1762,075505+432914,118.775,43.4873
1763,2MASXJ07551639+,118.818,45.2847
1764,J075523+264433,118.847,26.7426
1765,Mrk382,118.855,39.1861
1766,J0755+5200,118.872,52.0106
1768,UGC-3993,118.933,84.9265
1769,075546+450651,118.945,45.1142
1770,RXSJ07557-0157,118.947,-1.96169
1772,J0756+2700,119.105,27.0126
1773,SDSSJ07567+4451,119.182,44.8567
1776,NGC2485,119.203,7.47794
1778,075650+172249,119.208,17.3804
1779,UGC-4107,119.258,49.5673
1780,075708.0+103548,119.284,10.5967
1782,2MASXJ07574426+,119.435,40.0222
1783,075745+323329,119.44,32.5581
1784,NGC-2486,119.485,25.1612
1785,NGC-2469,119.514,56.6804
1787,SDSSJ07582+4401,119.555,44.019
1788,NGC-2487,119.584,25.1496
1789,B20755+37,119.617,37.7866
1790,NGC2472,119.674,56.7014
1792,RXSJ07591+1151,119.793,11.8658
1793,J075913+325452,119.804,32.9147
1796,UGC-4139,119.848,16.4213
1797,J075928+265322,119.869,26.8896
1798,075931+172929,119.879,17.4916
1799,NGC-2498,119.911,24.9828
1802,075949+152313,119.917,15.387
1803,UGC-4145,119.917,15.3868
1805,NGC2504,119.968,5.60803
1806,CGCG118-036,119.973,23.3901
1807,07570+2334,120.017,23.4378
1808,080015+451358,120.065,45.2329
1809,080019+264205,120.082,26.7014
1811,IC485,120.082,26.7014
1818,IC486,120.087,26.6135
1819,NGC-2493,120.099,39.8304
1820,NPM1G+10.0129,120.112,10.2192
1822,J080123+325301,120.349,32.8838
1824,NGC2507,120.405,15.7098
1826,J0801+4200,120.427,42.0054
1827,080209+211509,120.538,21.2527
1828,080233+422333,120.64,42.3927
1829,J080236+272615,120.652,27.4375
1830,J080240+343117,120.669,34.5214
1831,SDSSJ08027+310,120.681,31.0676
1832,SDSSJ08028+4502,120.701,45.0346
1833,NGC-2514,120.707,15.8083
1835,080309+560502,120.786,56.0838
1836,080318+314634,120.826,31.7764
1837,SDSSJ08034+084,120.864,8.69792
1838,2MASXJ08033336+,120.889,44.8413
1840,080359+234520,120.997,23.7556
1845,Mrk1210tst,121.024,5.11389
1848,Mrk1210,121.024,5.11386
1859,080418+145027,121.076,14.8407
1862,J0804,121.129,36.1217
1863,J0804-noactives,121.129,36.1217
1866,MCG+02-21-013,121.193,10.7767
1867,UGC4211,121.193,10.7767
1869,UGC-4195,121.279,66.783
1870,J0805+3728,121.311,37.4726
1871,080517+382753,121.323,38.4648
1873,3C192,121.396,24.1639
1874,NGC-2525,121.409,-11.4281
1875,080547+225434,121.447,22.9097
1876,2MASXJ08055109+,121.463,44.3335
1877,SDSSJ08064+2419,121.624,24.3321
1878,UGC4219,121.678,39.0901
1879,J0806+2250,121.725,22.8419
1880,080658+463346,121.745,46.563
1881,MRK1212,121.773,27.126
1882,CGCG088-034,121.778,18.7639
1883,J0807+3614,121.78,36.2335
1884,NGC-2528,121.853,39.1945
1885,Mrk622,121.921,39.0042
1889,080846+381942,122.195,38.3285
1891,080927+435605,122.363,43.9349
1893,IC497,122.525,24.9219
1894,J081007+183818,122.529,18.6383
1895,J0810+1450,122.576,14.8363
1896,2MASXJ08102337+,122.598,68.2616
1897,UGC-4243,122.606,67.2429
1899,UGC4261,122.734,36.8293
1900,J081107+363555,122.779,36.5989
1901,NGC-2535,122.805,25.2062
1902,J081113+251224,122.806,25.2068
1903,NGC-2538,122.846,3.63308
1904,CGCG059-051,122.862,8.94108
1905,J0811+2328,122.939,23.4738
1906,081154+575707,122.973,57.9519
1907,SBS0807+581,122.973,57.9519
1909,SBS0808+587,123.071,58.5645
1910,J081246+262142,123.193,26.3618
1911,081251+575518,123.211,57.9215
1912,NGC-2543,123.241,36.2546
1914,SDSSJ08134+5422,123.35,54.3769
1915,NGC-2545,123.559,21.3555
1917,NGC-2523,123.75,73.5789
1919,MCG+08.15.056,123.82,46.0753
1920,081525+372025,123.857,37.3405
1921,081559+231158,123.996,23.1996
1922,SBS0811+584,124.006,58.3341
1923,081615+573150,124.064,57.5305
1924,NGC-2559,124.275,-27.4558
1925,J081714+125928,124.31,12.9911
1926,081716+565419,124.316,56.9051
1927,RXSJ08173+5202,124.327,52.0299
1928,UGC-4308,124.357,21.6855
1931,NGC-2554,124.473,23.471
1932,NGC-2555,124.485,0.745694
1933,UGC04307,124.506,47.8528
1934,IC2268,124.527,24.7964
1936,081817+282057,124.571,28.3492
1937,NGC-2566,124.69,-25.4995
1939,081847+243214,124.698,24.5375
1941,RXSJ08189-2252,124.74,-22.8767
1942,081903+560722,124.764,56.1228
1943,NGC-2557,124.795,21.4357
1947,0819129,124.804,59.7398
1948,J081917+034734,124.822,3.79294
1949,NPM1G+64.0045,124.824,64.4944
1950,081938+210651,124.908,21.1143
1951,0816+211,124.908,21.1144
1952,0816+211test,124.914,21.1146
1953,NGC-2565,124.951,22.0314
1955,NVSSJ08199-030,124.983,-3.09725
1958,NGC-2562,125.099,21.1315
1959,2MASXJ08202907-,125.121,-18.5578
1961,UGC-4326,125.146,68.6003
1963,NGC-2563,125.149,21.0678
1964,082133-132104,125.39,-13.3511
1966,CGCG207-060NED0,125.47,41.8625
1968,082206-145648,125.528,-14.9467
1969,IC-503,125.544,3.26806
1970,MCG-01.22.006,125.755,-4.93489
1973,J0823+0313,125.895,3.22103
1974,IC-2341,125.923,21.4347
1975,2MASXJ08235499+,125.979,28.1061
1977,UGC-4386,126.007,21.0272
1978,082403+515415,126.015,51.9044
1979,J0824+1719,126.06,17.3319
1980,J0824+1214,126.069,12.2454
1981,082420+203200,126.084,20.5332
1983,2MASXJ08244315+,126.18,22.7484
1984,082443+295923,126.18,29.9898
1985,NGC-2551,126.209,73.412
1986,082452+205928,126.216,20.9912
1987,NGC-2590,126.258,-0.591472
1988,NGC-2582,126.3,20.3347
1989,082538+210833,126.41,21.1426
1991,082620.8+055728,126.587,5.95778
1992,KUG0823+230B,126.588,22.8997
1993,UGC04404,126.622,22.2614
1995,J082655+072501,126.733,7.417
1996,J0827+2949,126.812,29.8248
1997,2MASXJ08272676+,126.861,41.4945
1998,082734-021247,126.892,-2.21308
1999,NGC-2595,126.924,21.4787
2000,UGC4422,126.925,21.4789
2001,J082814+280326,127.06,28.0573
2002,082825+250052,127.108,25.0146
2003,NGC-2550A,127.166,73.7481
2004,SDSSJ08287+4544,127.178,45.7426
2007,UGC04434,127.226,34.6517
2009,SDSSJ08292+5006,127.303,50.1145
2010,082919+485058,127.33,48.8496
2012,CGCG004-040,127.56,-2.88053
2017,0831101,127.792,9.60539
2018,083140-054551,127.917,-5.76403
2019,RXSJ08320+4614,128.009,46.2405
2021,SDSSJ08323+3027,128.083,30.4554
2022,083242+522632,128.178,52.4424
2024,J083322+523156,128.345,52.5322
2025,NGC-2613,128.345,-22.9736
2026,083337+531341,128.406,53.2281
2028,083350-131029,128.459,-13.1746
2029,083355-132942,128.48,-13.4951
2030,083355+470804,128.48,47.1344
2031,J083427+420019,128.615,42.0056
2034,083523+420909,128.849,42.1527
2035,083525+233131,128.853,23.5251
2036,J083529+250139,128.872,25.0275
2037,083534+524720,128.893,52.7889
2038,J083535+394848,128.9,39.8136
2039,NGC2617,128.912,-4.08836
2040,UGC-4491,128.952,1.72169
2041,J0835+3141,128.965,31.6998
2042,083611+502508,129.049,50.419
2043,083614+521209,129.062,52.2025
2044,J0836+3327,129.095,33.4608
2046,2MASXJ08362280+,129.095,33.4607
2054,UGC04496,129.151,25.1366
2055,08363892-013154,129.162,-1.53167
2056,083645+395006,129.189,39.8351
2057,083719-205624,129.33,-20.94
2059,UGC4498,129.361,40.0355
2060,NGC2620,129.368,24.947
2061,NGC-2619,129.386,28.7061
2062,083744+461015,129.434,46.1709
2065,NGC2622,129.545,24.8953
2066,RXSJ08383+2410,129.588,24.1768
2068,083824+254516,129.6,25.7547
2069,CGCG089-056NED0,129.607,19.5856
2070,J0838+0407,129.7,4.12614
2071,CGCG004-098b,129.711,1.405
2074,CGCG004-098a,129.718,1.39917
2076,NPM1G+48.0114,129.957,48.7837
2077,UGC-4515,130.039,52.4561
2078,NGC-2628,130.094,23.5406
2080,J0840+2451,130.163,24.8504
2081,NGC-2642,130.185,-4.12172
2083,SDSSJ08416+5455,130.408,54.9185
2086,SDSSJ08417+0131,130.431,1.53044
2088,NGC-2638,130.607,37.221
2090,J084239+404907,130.666,40.8189
2091,084245+292359,130.689,29.4
2092,J084245+192534,130.69,19.4264
2093,NGC-2614,130.7,72.9765
2094,UGC04548,130.782,18.2231
2105,NGC2639,130.909,50.2055
2107,IRAS08417-1351,131.027,-14.0367
2109,084408+333056,131.037,33.5157
2110,J084428+020350,131.118,2.064
2111,IC2392,131.128,18.2861
2112,J0844+3254,131.158,32.9064
2113,VIIZw247,131.186,69.0911
2115,J0845+3425,131.364,34.4192
2116,084537-204753,131.405,-20.798
2117,084537+365604,131.408,36.9346
2118,084631+481809,131.629,48.3025
2119,084644+533221,131.685,53.5393
2120,SBS0843+514,131.815,51.2459
2121,NGC-2629,131.816,72.9856
2122,084727+034008,131.866,3.66897
2124,SDSSJ084746.36+,131.943,1.96789
2125,J0847-0022,131.949,-0.380972
2126,2MASXJ08474769-,131.949,-0.380944
2127,J084759+380411,131.996,38.0698
2129,NGC-2633,132.019,74.0989
2130,J0848+1742,132.019,17.7023
2131,084805+542616,132.024,54.4378
2132,084809+173641,132.038,17.6114
2133,MCG+00-23-002,132.078,-3.01972
2134,J084830+190237,132.126,19.0439
2135,0848479+1127169,132.2,11.4547
2137,CGCG120-039,132.309,23.3803
2139,J084914+232248,132.309,23.3803
2141,NGC-2650,132.493,70.2995
2142,085001-194423,132.507,-19.7397
2143,J085011+350435,132.549,35.0764
2144,NGC-2646,132.592,73.4631
2145,J085023+255714,132.598,25.9541
2147,085036+572134,132.654,57.3597
2148,J085038+301031,132.662,30.1753
2149,085043.1+012102,132.68,1.35061
2150,085052+011500,132.72,1.25017
2151,J085056+362007,132.736,36.3354
2152,J085112+010342,132.804,1.06183
2153,085135.8+393523,132.899,39.5898
2156,085214+525323,133.06,52.8899
2157,UGC4633,133.06,52.89
2158,NGC2683,133.172,33.4218
2159,J085241+404104,133.174,40.6845
2160,CGCG331-070,133.218,72.9266
2163,J085257+091901,133.238,9.31717
2164,085309.6+021447,133.29,2.24642
2165,NGC2681,133.386,51.3136
2166,085337+004409,133.406,0.735972
2167,IC-520,133.426,73.491
2168,085419+542728,133.583,54.4578
2169,IC-2421,133.59,32.6808
2171,085442-215358,133.678,-21.8994
2172,NGC-2691,133.693,39.5387
2173,085449+574012,133.705,57.6702
2174,J085509+201541,133.791,20.2616
2175,08551254+642345,133.802,64.396
2176,085531+223121,133.88,22.5225
2177,NGC2685,133.895,58.7345
2178,NGC-2655,133.907,78.2231
2180,J0855+0047,133.949,0.794278
2184,085618-002629,134.078,-0.4415
2185,085625-244631,134.107,-24.7753
2186,085627-251218,134.114,-25.205
2187,085632+212241,134.133,21.378
2188,2MASXJ08563650+,134.152,0.778444
2189,J085710+424523,134.293,42.7564
2190,NGC-2713,134.335,2.92131
2191,0857351+1713030,134.396,17.2175
2192,NGC-2716,134.4,3.09022
2193,2MASXJ08574295+,134.429,2.36158
2194,085809-152210,134.54,-15.3694
2196,J085826+032338,134.609,3.394
2198,J0858+0001,134.619,0.0234722
2199,085837+515242,134.655,51.8785
2200,NGC-2718,134.711,6.29336
2201,085856-045407,134.735,-4.90194
2202,SDSSJ08590+0137,134.765,1.62828
2203,NGC-2701,134.774,53.7717
2204,085923-073747,134.85,-7.62969
2205,NGC-2712,134.877,44.914
2206,J090015+401748,135.065,40.2968
2208,0900269+1728599,135.112,17.4833
2209,J090037+375630,135.158,37.9419
2210,090040-002912,135.167,-0.486806
2211,090046+501404,135.193,50.2346
2213,090116-195339,135.319,-19.8942
2215,Mrk18,135.493,60.1516
2217,0902144+1430306,135.56,14.5084
2220,J0902+0323,135.622,3.385
2221,J0902+1426,135.649,14.437
2222,09024143+130628,135.673,13.1078
2223,J090243+250531,135.681,25.092
2224,090259+512848,135.749,51.4802
2225,SDSSJ09036+4639,135.907,46.6644
2226,J090400+215803,136.002,21.9676
2227,J090406+171916,136.026,17.3212
2228,090421+412854,136.09,41.4817
2230,2MASXJ09043699+,136.154,55.6007
2231,J0905+2815,136.303,28.2596
2232,J090530+032822,136.375,3.47297
2233,J0905+0328,136.376,3.473
2234,J0905+3747,136.447,37.794
2235,NGC-2750,136.45,25.4359
2237,J0905+4710,136.477,47.1794
2238,090613+561015,136.557,56.1709
2239,090651+373834,136.714,37.6429
2240,J090730+182605,136.878,18.4348
2241,NGC-2765,136.902,3.39281
2243,090738-132544,136.912,-13.4289
2244,2MASXJ09074690+,136.946,0.575139
2246,J090758+414232,136.993,41.7089
2248,090801+220453,137.006,22.0814
2250,SDSSJ09086+3235,137.16,32.593
2251,090847+373005,137.198,37.5016
2252,NGC-2756,137.254,53.8495
2253,SDSSJ09090+1330,137.26,13.5054
2255,J090932+501654,137.387,50.2819
2256,NGC-2770,137.39,33.1236
2257,090937+192808,137.406,19.4689
2258,090952-003016,137.468,-0.504639
2259,J0909+6214,137.492,62.2474
2261,J091014+461735,137.562,46.2933
2262,091021+520803,137.588,52.1343
2263,NGC-2769,137.634,50.4333
2265,SDSSJ09110+5712,137.755,57.213
2266,SDSSJ09110+5500,137.76,55.0064
2269,NGC2781,137.865,-14.8168
2271,091129+452805,137.875,45.4683
2272,NGC2768,137.907,60.0374
2275,091155+200022,137.981,20.0063
2276,NGC-2776,138.06,44.9548
2278,J0912+2304,138.193,23.0743
2279,091246+230427,138.193,23.0742
2280,SDSSJ09129+3805,138.235,38.0939
2281,UGC-4844,138.259,49.6395
2282,091312+585408,138.303,58.9023
2285,SDSSJ09135+5651,138.376,56.8578
2286,091331+285706,138.381,28.9518
2287,NGC2783B,138.388,30.0003
2288,UGC-4861,138.4,12.4406
2289,J0914+1459,138.508,14.9996
2291,NGC2782,138.521,40.1136
2295,J091424+404640,138.603,40.7779
2296,J0914+3008,138.643,30.1409
2297,J091455+465411,138.732,46.9031
2298,J091457+532311,138.741,53.3864
2299,J091458+512139,138.743,51.3611
2300,091501+400211,138.756,40.0364
