count2019_01,sourcename,ra,dec,Velo,Tsys,Int,Rms1,Vlo1,Vhi1
5416,J163713+002049,249.306,0.347028,7716,43.3,10,4.5,6304,9141
5417,SDSSJ16372+4425,249.318,44.4182,9430,53.2,4,8.1,8091,10781
5418,163729+405247,249.372,40.88,7909,41.0,10,4.1,6495,9335
5421,UGC-10502,249.407,72.3746,4302,73.5,5,10.4,2921,5695
5422,J1638+2627,249.512,26.4528,2698,38.0,9,3.9,1417,3990
5423,163813+400848,249.557,40.1468,9100,41.7,10,3.6,7675,10538
5425,2MASXJ16392368+,249.849,43.6454,18367,55.6,15,4.6,16856,19892
5426,163930+211900,249.878,21.3169,9328,35.2,10,3.2,7901,10768
5427,163934+355604,249.896,35.9346,11213,46.1,20,2.9,9769,12670
5428,IRAS16388+4634,250.087,46.4786,17688,45.8,64,1.6,16202,19227
5429,SDSSJ16407+4316,250.19,43.2824,9900,45.6,10,4.9,8557,11255
5430,2MASXJ16405227-,250.218,-6.31472,8317,41.8,10,4.4,6900,9747
5431,164106+460014,250.277,46.0041,5310,41.9,10,4.2,3920,6712
5432,J164108+402517,250.286,40.4215,9557,55.4,1,30.6,8128,10999
5433,NGC6211,250.365,57.7836,6000,31.8,30,1.9,4604,7409
5434,164128+381608,250.368,38.269,11612,59.8,20,3.9,10164,13073
5435,164208+364102,250.534,36.6841,10929,51.1,20,3.4,9487,12384
5436,UGC10514,250.599,25.0864,6777,31.0,10,2.9,5374,8193
5437,IRAS16399-0937,250.667,-9.72056,8098,52.7,13,4.8,6683,9526
5439,164309+455044,250.789,45.8458,5396,34.7,10,3.3,4005,6799
5440,NGC-6232,250.834,70.6326,4441,75.1,5,10.3,3059,5835
5441,164323+394823,250.846,39.8064,8993,33.9,10,3.0,7569,10430
5442,1644950-1302070,251.206,-13.0353,8112,45.9,10,4.2,6696,9540
5443,UGC-10528,251.206,22.5213,4273,44.2,10,4.0,2892,5666
5444,SDSSJ16453+4245,251.336,42.7578,14800,42.3,9,4.3,13415,16198
5445,J164536+214924,251.404,21.8235,0,46.4,7,6.1,2722,10320
5446,164546+375946,251.443,37.9962,9210,64.4,20,4.4,7784,10649
5447,1646001+0711222,251.5,7.18953,9521,37.8,10,3.4,8092,10963
5448,J164628+435454,251.621,43.9153,9395,42.1,9,5.2,7967,10835
5449,164634+430107,251.645,43.0187,9593,34.7,10,3.0,8164,11035
5450,FGC2071,251.652,69.3451,7555,42.2,32,2.3,6144,8978
5451,2MASXJ16464090+,251.67,29.8352,18687,59.8,10,6.2,17173,20215
5452,164643+391025,251.681,39.1739,11991,41.2,10,3.9,10540,13456
5453,164710+261036,251.792,26.1766,10264,53.1,10,4.5,8829,11712
5455,RXSJ16475+4950,251.895,49.8334,14200,45.2,10,4.5,12820,15593
5456,MRK500,252.148,48.7172,7736,36.5,5,5.0,6324,9161
5457,UGC10567,252.29,36.2239,9398,47.3,28,2.6,7971,10838
5460,J164934+131540,252.394,13.2611,0,47.4,12,5.8,2722,10320
5462,165002+281022,252.51,28.1728,9966,54.5,10,4.9,8533,11412
5463,2MASXJ16501213+,252.551,38.8577,18241,54.7,10,5.7,16731,19765
5464,1650309-0410095,252.629,-4.16928,6837,44.2,10,4.3,5433,8254
5465,1SAXJ16506+043,252.678,4.60497,9600,43.4,10,4.1,8260,10952
5466,1651057-0127478,252.774,-1.46325,12214,38.4,10,3.3,10760,13681
5468,165211+224523,253.048,22.7564,10534,52.8,10,4.9,9096,11985
5469,UGC10593,253.079,55.9055,8739,70.4,24,4.5,8400,11276
5470,NGC6243,253.11,23.3325,10719,28.2,10,19.1,9279,12172
5471,CGCG225-006,253.181,39.37,4648,30.7,10,2.9,3264,6044
5476,Mrk501,253.468,39.7602,10092,52.2,20,4.3,8658,11539
5477,EXO16524+3930,253.534,39.4258,20656,31.6,14,2.5,19123,22203
5478,SDSSJ16555+6314,253.889,63.2419,6900,46.1,10,4.7,5583,8228
5479,NPM1G+21.0507,254.007,21.2114,14700,39.8,10,4.2,13316,16097
5480,1656249+5458562,254.104,54.9823,8283,50.3,8,5.1,6866,9713
5481,165647+264413,254.199,26.737,11010,54.1,10,4.7,9568,12465
5483,165716+275059,254.317,27.8496,10148,55.4,10,5.6,8714,11595
5513,J165726+404408,254.361,40.7356,8696,41.9,10,4.3,7275,10130
5514,NGC6269,254.492,27.8544,10433,27.9,10,2.4,8996,11883
5515,165815+392329,254.565,39.3915,10192,37.6,30,2.3,8757,11640
5519,2MFGC13581,254.565,39.3914,10290,40.7,19,2.9,8854,11739
5521,165844+384832,254.686,38.809,10192,36.1,10,3.2,8757,11640
5522,J165855+363119,254.73,36.5221,9642,41.6,10,4.2,8212,11084
5524,NPM1G+52.0273,255.113,51.9864,14400,46.1,10,4.5,13018,15794
5525,NGC-6278,255.21,23.0111,2790,59.7,5,8.0,2653,5422
5526,170102+381229,255.259,38.2081,10492,44.1,10,4.3,9055,11943
5527,MARK504,255.282,29.4069,10800,42.9,10,4.0,9450,12162
5528,170108+324933,255.286,32.826,11484,47.5,10,4.3,10037,12944
5529,2MASXiJ1701112+,255.296,69.4118,14990,69.1,32,3.4,14635,17629
5533,J170302+374709,255.758,37.7859,9991,36.2,10,3.9,8558,11436
5534,170309+393204,255.792,39.5346,12591,33.3,10,3.2,11134,14061
5535,UGC10675NED01,255.815,31.4581,10179,46.7,10,4.8,8744,11627
5537,B31702+457,255.876,45.68,18107,30.1,20,2.0,16598,19630
5538,170411.9+251530,256.05,25.2583,14535,35.5,10,3.5,13060,16024
5539,UGC10683NED02,256.252,-1.54128,9119,43.3,10,4.3,7694,10557
5540,UGC10695,256.273,43.0431,8328,51.2,40,2.2,7992,10860
5542,170558-105815,256.495,-10.9709,8157,34.2,15,2.8,6741,9586
5543,CGCG225-050,257.188,42.2829,16438,25.5,24,1.5,16084,19105
5544,J170932+342537,257.384,34.427,7170,37.4,10,3.8,5763,8589
5545,1709347+2758211,257.395,27.9727,13105,35.7,10,3.1,11643,14580
5548,NGC-6340,257.604,72.3044,1198,74.5,5,9.3,-154,2563
5549,171138+285408,257.912,28.9023,8960,44.9,10,4.0,7537,10396
5550,CGCG198-020,258.118,35.884,8050,43.4,8,5.0,6635,9478
5551,171238+571920,258.159,57.3224,8094,39.4,10,3.8,6679,9522
5597,UGC10774,258.538,58.8184,8900,49.9,10,5.1,7566,10246
5598,CGCG225-075,258.538,39.4983,10895,34.3,10,3.5,9454,12349
5599,171447+575117,258.696,57.8548,14689,33.6,10,2.9,13212,16179
5600,SDSSJ17153+5739,258.828,57.6588,8400,49.6,9,5.0,7070,9742
5601,J171544+292415,258.935,29.4043,8698,38.2,10,4.2,7277,10131
5602,UGC10782,258.97,36.4058,11130,39.7,10,3.7,9777,12495
5603,J171610+314732,259.044,31.7923,6861,40.6,10,4.5,5457,8278
5605,SDSSJ17173+6417,259.349,64.2897,10200,44.3,10,4.6,8855,11557
5606,171725+291107,259.356,29.1855,8576,46.3,10,4.2,7156,10009
5608,NGC-6361,259.671,60.6081,3812,35.0,5,4.9,2436,5201
5609,UGC10814NOTES01,259.81,48.9803,7245,36.3,10,3.9,5837,8665
5610,3C353,260.117,-0.979667,9120,34.9,20,2.2,7695,10558
5613,MRK506,260.666,30.8814,12900,29.5,10,2.8,11440,14373
5614,SDSSJ17227+6209,260.682,62.1662,8400,45.6,10,4.8,7070,9742
5615,J1722+3120,260.736,31.342,4543,36.1,35,2.0,3246,5851
5616,1723031+1456225,260.763,14.9396,9258,37.4,10,3.3,7832,10697
5619,IRAS17208-0014,260.841,-0.283611,12834,50.6,13,4.8,11375,14307
5620,2MASXJ17232194-,260.841,-0.283611,12834,39.6,10,3.9,11375,14307
5621,2MASXJ17232321+,260.847,36.5028,11992,41.4,10,4.3,10541,13457
5622,2MASXJ17232511+,260.855,36.5069,11992,27.1,10,2.4,10541,13457
5624,IC-1256,260.947,26.4867,4730,57.0,5,7.8,4591,7396
5625,FBQSJ172527.2+3,261.364,37.4419,11692,58.9,44,3.5,10264,13175
5626,J172653+565055,261.721,56.8488,8333,40.5,10,4.2,6915,9764
5627,NGC-6368,261.798,11.5436,2764,69.6,5,9.2,1397,4143
5628,NGC-6381,261.82,60.0141,3265,34.9,5,4.7,1894,4649
5629,NGC-6372,261.883,26.475,4750,58.0,5,7.8,4611,7416
5631,SDSSJ17283+5732,262.097,57.5452,8500,51.7,10,4.7,7169,9842
5632,SDSSJ17286+5708,262.156,57.145,8300,51.6,10,5.0,6971,9641
5633,CGCG082-035,262.257,14.2975,2997,35.2,10,3.2,1628,4378
5634,172956+582350,262.486,58.3974,8094,40.0,10,3.9,6679,9522
5636,NGC6394,262.589,59.64,8486,42.1,9,6.2,7067,9918
5638,173212+595629,263.051,59.9416,8394,40.0,10,3.7,6976,9825
5639,NGC-6384,263.101,7.06028,1663,69.9,5,8.2,306,3032
5640,NGC-6389,263.166,16.4018,3119,67.6,5,9.0,1749,4501
5641,J173249+565404,263.205,56.9013,8808,40.5,10,4.1,7386,10243
5642,CGCG321-020NED0,263.632,67.0414,7974,44.1,10,4.4,6560,9401
5643,1735337+2047470,263.891,20.7964,7262,37.6,10,3.6,5854,8683
5644,2MASXiJ1736098+,264.041,49.3078,22424,52.3,36,2.6,20894,24009
5646,1737272+3728357,264.363,37.4766,12466,35.9,10,3.4,11010,13935
5647,GRS1734-292,264.368,-29.1339,6416,60.5,6,8.3,5103,7740
5648,173752+540339,264.469,54.061,8993,41.5,10,3.7,7569,10430
5649,2MASXJ17380143+,264.506,56.2238,19531,51.8,10,5.3,18009,21068
5651,NGC6418,264.539,58.7151,8573,43.2,9,4.6,7242,9916
5652,J173827+245712,264.614,24.9536,6200,35.9,10,3.7,4889,7522
5653,NGC-6408,264.697,18.8778,3938,66.0,5,9.0,2560,5328
5654,2MASXiJ1741149+,265.312,70.6906,17988,52.7,44,2.4,16496,19526
5655,RXSJ17414+0348,265.368,3.81475,8994,63.6,5,10.0,7659,10341
5656,2MASXJ17412948+,265.373,55.2419,18272,49.4,10,5.3,16762,19796
5657,1H1739-126,265.48,-12.1992,11100,45.7,5,6.5,9747,12465
5658,2MASXJ17422161+,265.59,55.4892,18473,49.5,10,5.0,16961,19999
5659,Zw300.062,265.822,62.8393,9893,42.2,10,4.4,8550,11248
5660,RXJ17450+4802,266.269,48.0444,16189,30.8,10,3.1,14698,17693
5663,Kaz163,266.746,68.6078,18887,38.4,15,3.2,17371,20417
5664,IGRJ17476-2253,266.874,-22.8789,13800,50.4,5,31.3,12423,15189
5665,Mrk507,267.16,68.7044,16758,39.4,15,3.4,15262,18268
5666,CGCG055-018,267.279,8.10283,6347,38.6,10,4.1,4948,7759
5667,NGC6503,267.36,70.1444,60,56.3,48,2.2,-261,2454
5668,IGRJ17513-2011,267.807,-20.2041,14100,48.0,7,5.6,12721,15492
5669,NGC-6484,267.946,24.4836,3114,57.5,5,7.5,2976,5752
5670,NGC-6485,267.97,31.4618,4743,51.8,5,8.2,3358,6140
5671,UGC11016,268.028,28.9052,6493,39.8,28,2.2,6162,8996
5674,2MASXJ17534536+,268.439,33.848,18815,39.7,10,4.2,17300,20345
5675,NGC6538,268.569,73.4239,1337,42.6,10,4.0,-16,2703
5676,2MASXJ17541877+,268.578,18.9486,11842,34.4,10,3.4,10392,13305
5677,1754251-0202358,268.605,-2.04328,7590,40.8,10,3.8,6179,9014
5678,IRAS17526+3253,268.622,32.8873,7798,41.5,9,4.6,6385,9223
5679,UGC-11041,268.716,34.7762,4843,48.8,5,6.3,3457,6241
5680,UGC11040,268.762,28.5147,6471,43.8,28,2.4,6140,8974
5681,NGC6521,268.952,62.6122,8233,44.2,9,4.7,6816,9663
5682,NGC-6500,268.999,18.3383,3003,67.0,5,9.3,1634,4384
5687,NGC-6501,269.016,18.3731,2856,69.1,5,8.7,1488,4236
5688,UGC-11058,269.229,32.6366,4757,49.7,5,12.4,3372,6154
5689,1757414+0305162,269.422,3.08783,7693,39.6,10,3.9,6281,9118
5690,NGC6542,269.911,61.3594,669,41.3,10,3.9,-678,2029
5691,NGC6552,270.03,66.6151,7942,40.5,10,4.0,6616,9280
5692,MCG+07-37-014,270.03,44.4941,5113,57.2,20,4.8,3725,6514
5693,CGCG227-012,270.288,42.3619,15769,39.9,10,3.9,14282,17269
5694,IGRJ18027-1455,270.697,-14.915,10500,46.0,9,4.8,9152,11860
5695,NGC-6548,271.456,18.538,2174,65.3,5,8.7,812,3548
5696,3C371.0,271.711,69.8244,15000,41.5,7,5.4,13613,16400
5697,3C371.0-UGC1113,271.711,69.8244,15289,43.2,7,5.6,13899,16691
5698,NGC-6555,271.955,17.6049,2225,65.7,5,9.0,863,3599
5699,1811384+0131397,272.91,1.52772,8652,39.4,10,3.5,7231,10085
5700,NGC-6574,272.963,14.9817,2282,69.7,5,9.4,919,3657
5701,2MFGC14267,273.451,57.0687,17704,40.3,10,4.0,16199,19223
5703,ugc11182,273.693,56.4982,4289,50.5,28,2.8,2908,5682
5705,1815216+4659349,273.84,46.9931,11532,38.7,10,3.6,10085,12992
5707,UGC11185NED01,274.039,42.6564,12426,46.3,19,3.5,10971,13895
5708,UGC-11194,274.487,26.7572,4731,54.6,5,7.3,4592,7397
5710,HS1817+5342,274.543,53.7294,23983,46.3,10,4.9,22418,25563
5711,NGC-6643,274.943,74.5683,1489,68.1,5,9.1,133,2857
5713,NGC6636NED02,275.521,66.6219,4653,43.2,9,4.9,3269,6049
5714,NGC-6654,276.031,73.1832,1821,68.3,5,8.6,462,3192
5715,NGC-6632,276.263,27.5353,4762,54.9,5,7.3,4623,7429
5716,MCG+03.47.002,276.812,19.9387,11991,39.0,10,3.9,10630,13364
5717,Ark539,277.201,50.3725,5050,33.9,30,1.9,3662,6450
5718,HS1831+5338,278.207,53.6728,11692,50.2,10,5.9,10243,13154
5719,NGC6677,278.4,67.1108,6673,38.3,10,3.5,5271,8088
5720,NGC-6661,278.653,22.9097,4379,55.3,5,7.2,4240,7039
5722,3C382,278.764,32.6963,17349,44.7,15,3.2,15847,18865
5723,1836512-2259491,279.213,-22.9969,8770,48.1,10,4.3,7348,10205
5724,3C386,279.609,17.1973,5062,37.0,20,2.5,3787,6577
5725,NGC-6674,279.641,25.3751,3429,82.6,5,11.9,2056,4814
5726,1839211+1449361,279.838,14.8267,14314,58.0,10,6.2,12841,15801
5727,3C390.3,280.538,79.7714,16818,42.5,9,4.5,15321,18329
5728,NGC-6701,280.802,60.6534,3983,33.3,5,4.2,2605,5373
5729,UGC-11344,281.064,24.1424,3822,79.1,5,11.0,2445,5211
5730,UGC-11346,281.07,25.2564,4645,75.6,5,11.4,3261,6041
5731,IRAS18423+2201,281.128,22.0744,13800,38.4,10,4.0,12423,15189
5732,CGCG341-006,281.359,72.1838,13880,27.2,24,1.6,13527,16500
5733,NGC-6703,281.828,45.5506,2365,62.1,5,8.4,1002,3740
5734,NGC-6711,282.254,47.6581,4671,60.1,5,8.1,3287,6068
5735,NGC-6710,282.642,26.8384,4552,70.9,5,10.1,3169,5948
5736,PADOVA1,282.998,11.8761,2603,42.7,10,4.5,1323,3894
5737,ugc11377,283.104,73.1943,7435,42.5,28,2.4,6026,8857
5738,1854388-1447321,283.662,-14.7922,1763,45.2,10,3.9,405,3133
5739,UGC-11397,285.955,33.8447,4524,64.0,5,9.0,3141,5919
5740,J190523+402931,286.347,40.4923,0,45.4,10,9.5,2722,10320
5741,CGCG229-015,286.358,42.4611,8358,31.4,10,2.9,6940,9789
5742,NGC-6764,287.068,50.9333,2416,33.3,5,4.4,1052,3792
5744,UGC-11406,287.079,43.0688,4553,59.9,5,8.2,3170,5949
5745,NGC6786,287.724,73.4103,7500,36.7,9,4.0,6090,8923
5746,2MASXJ19130278+,288.261,43.2625,8675,31.7,10,2.9,7254,10109
5747,2MASXJ19134839+,288.452,60.1831,11795,41.5,8,4.6,10345,13258
5748,1918579+4414013,289.741,44.2337,11749,35.8,10,3.3,10300,13211
5749,NGC-6792,290.239,43.1325,4638,58.9,5,7.8,3254,6034
5750,1921563-0104430,290.485,-1.07864,7061,40.0,10,3.8,5655,8480
5751,2MASXJ19271951+,291.831,65.565,5096,36.1,10,3.9,3708,6497
5753,1928390-0538579,292.163,-5.64942,9060,39.4,10,3.6,7636,10497
5755,2MASXJ19373299-,294.388,-6.21792,3074,46.5,6,6.5,1704,4456
5760,NGC-6814,295.669,-10.3236,1563,62.4,5,8.1,1427,4174
5762,194332-282809,295.884,-28.4691,5213,53.5,10,5.4,3824,6615
5763,NGC-6824,295.92,56.1094,3337,33.1,5,4.4,1965,4721
5764,2MASXJ19471938+,296.831,44.8284,16159,38.8,9,4.2,14669,17663
5783,UGC-11492,298.166,57.4599,3568,32.9,5,4.2,2194,4955
5784,1953440+5044205,298.433,50.739,8098,36.1,10,3.6,6682,9526
5785,1955239+0301079,298.85,3.01886,7471,38.9,10,3.6,6061,8894
5787,UGC-11498,299.312,5.89058,3271,54.5,5,7.0,3133,5911
5788,195913-205456,299.804,-20.9156,9971,52.9,10,4.7,8538,11417
5789,CygA,299.868,40.7339,16811,26.9,20,2.4,15314,18321
5791,1ES1959+650,299.999,65.1486,14100,41.4,10,4.1,12721,15492
5792,NGC-6869,300.177,66.2276,2738,33.2,5,4.4,1371,4117
5794,2MASXJ20005575-,300.232,-18.1742,11128,53.4,8,6.8,9685,12584
5795,CGMW5-11302,300.702,22.4744,8694,48.6,48,2.2,8356,11231
5797,CGCG303-017,301.962,59.6362,11132,34.9,10,3.0,9689,12589
5799,2MASXJ20075129-,301.964,-11.1428,9293,39.6,10,4.1,7866,10733
5800,2010174+4800210,302.572,48.0059,7684,36.2,10,3.4,6272,9108
5802,MCG-02-51-008,304.277,-12.0969,5578,48.2,20,3.7,4186,6983
5804,UGC-11537,304.655,-0.150528,4751,54.4,5,7.6,4612,7417
5805,IGRJ20187+4041,304.661,40.6834,4300,57.3,2,10.9,3005,5606
5806,CGCG424-001,304.987,15.3772,4371,33.2,10,3.1,2989,5765
5807,IGRJ20216+4359,305.454,44.011,5100,61.1,3,11.6,3799,6413
5808,ESO462-G009,305.465,-31.2897,5779,60.2,10,6.9,4385,7186
5809,ESO340-G022,305.827,-38.6139,16877,71.8,8,9.5,15380,18388
5810,2MASXJ20232535+,305.856,11.5263,16905,45.5,10,4.3,15407,18416
5811,NGC6916,305.888,58.3441,3101,50.8,10,4.5,1731,4483
5812,NGC-6906,305.891,6.44364,4849,51.5,5,6.8,4710,7517
5813,ESO528-G001NED0,306.033,-23.4631,16657,50.2,10,5.3,15162,18166
5814,NGC-6907,306.278,-24.8093,3161,61.4,5,8.4,1790,4544
5815,UGC-11555,306.3,5.26306,4846,52.0,5,6.9,4707,7514
5817,MCG+04-48-002,307.146,25.7333,4259,65.6,30,4.3,2879,5652
5818,CGCG399-013,307.426,3.71961,7921,26.7,10,2.4,6507,9348
5819,20311854+243603,307.827,24.601,10965,41.4,10,4.0,9523,12420
5820,J203208+323722,308.037,32.6228,0,43.6,10,5.3,2722,10321
5823,NGC-6930,308.245,9.87444,4694,44.4,5,6.2,3309,6091
5829,203417-263254,308.572,-26.5482,11967,58.0,15,4.3,10516,13432
5830,NGC6946,308.718,60.1539,48,53.1,50,2.2,-1294,1402
5832,203556-251648,308.985,-25.28,5753,74.8,20,5.4,4359,7159
5833,UGC-11599,309.141,11.4947,4449,50.2,5,6.6,4310,7110
5834,NGC6951,309.311,66.1055,1400,41.9,30,2.3,45,2767
5835,203755-061800,309.48,-6.30006,7912,43.5,10,3.9,6498,9339
5836,NGC-6944,309.6,6.99639,4467,53.1,5,7.1,4328,7128
5837,204040-255304,310.167,-25.8844,5854,75.5,20,5.0,4459,7261
5839,IC-5039,310.81,-29.8534,2702,73.4,5,10.2,1335,4081
5840,UGC-11635,310.874,80.1561,4731,61.7,5,8.6,3346,6128
5841,NGC-6956,310.974,12.5119,4650,50.3,5,6.5,4511,7315
5842,NGC-6954,311.013,3.20944,4011,56.1,10,5.3,3873,6664
5843,RXSJ20440+2833,311.019,28.5534,14990,61.9,10,6.3,13603,16390
5844,MRK509,311.041,-10.7235,10312,27.1,10,2.6,8876,11761
5845,Mrk896,311.587,-2.81247,7922,50.8,20,3.9,6508,9349
5847,NGC-6962,311.83,0.320833,4211,54.4,5,7.3,4072,6868
5848,NGC6967,311.892,0.411694,3768,103.8,10,10.2,2392,5156
5850,UGC11634NED01,312.072,16.7211,5371,32.3,10,2.8,3980,6774
5851,204907.5+010839,312.281,1.14408,14888,35.4,9,5.2,13409,16380
5852,NGC-6972,312.495,9.89917,4442,51.0,5,6.6,4303,7103
5853,Zw374.029,313.843,2.35433,4066,39.0,10,3.8,2773,5370
5854,2MASXJ20555764-,313.99,-4.00114,5756,29.8,10,2.9,4362,7163
5855,IRAS20550+1656,314.35,17.1275,10822,41.5,4,9.0,9381,12276
5857,2MASXJ20580646+,314.527,13.5153,8889,28.7,10,2.9,7466,10325
5858,210040-285141,315.167,-28.8614,11332,71.3,20,4.8,9887,12790
5859,210204-165428,315.517,-16.9078,7048,47.6,10,4.8,5642,8467
5860,CGCG425-034,315.59,10.9711,8665,51.1,9,5.6,7244,10099
5861,MCG-05.49.012,315.599,-28.1746,10898,84.2,10,9.1,9547,12261
5862,CGCG400-021,315.652,8.31303,5490,33.4,10,3.1,4098,6894
5863,NGC7013,315.89,29.8974,779,29.2,28,1.6,456,3185
5864,NGC-7015,316.406,11.4142,4881,50.5,5,6.2,4742,7550
5865,210538-284139,316.412,-28.6942,10082,57.3,10,5.5,8648,11529
5866,J210707+083914,316.782,8.65408,0,44.8,5,5.4,2722,10321
5869,IIZw101,316.923,3.87225,7791,51.7,32,2.7,6378,9217
5870,UGC11680NED02,316.941,3.87778,7897,39.2,10,4.0,6483,9324
5871,NGC-7025,316.947,16.3359,4969,50.0,5,6.7,4830,7639
5872,2MASXJ21075991-,317,-29.8358,5955,61.3,10,7.1,4559,7363
5874,1H2107-097,317.292,-9.67086,7949,41.4,10,4.1,6623,9287
5879,2111438+3731440,317.933,37.5289,7719,36.3,10,3.5,6307,9144
5880,211144-090904,317.937,-9.15111,8244,43.4,10,4.2,6827,9674
5881,211201+112944,318.005,11.4957,5013,41.8,10,4.2,3626,6413
5882,211224+112431,318.103,11.4086,4988,41.7,10,3.7,3601,6388
5884,211239-230727,318.166,-23.1242,11149,69.3,10,7.1,9705,12606
5885,211347-271204,318.447,-27.2011,11149,88.6,20,5.9,9705,12606
5886,NGC-7043,318.517,13.6261,4932,49.8,5,6.5,4793,7602
5887,IC1368,318.552,2.17806,3912,89.8,13,8.3,2535,5302
5888,211422-085940,318.594,-8.99444,9044,43.7,10,4.1,7620,10481
5889,J2114-0024,318.671,-0.411,9613,91.5,10,9.3,8183,11056
5890,211441-002440,318.671,-0.410972,9614,55.0,10,5.5,8184,11057
5891,211620-225930,319.086,-22.9917,10762,69.0,20,23.0,9322,12215
5893,3C430,319.58,60.8019,16668,28.0,20,1.8,15173,18177
5895,ESO599-G006,319.89,-20.437,11757,29.7,10,2.7,10308,13220
5898,J212036+011244,320.152,1.21236,10021,37.4,10,3.9,8588,11467
5899,IC-5104,320.372,21.242,4956,48.6,5,6.1,4817,7626
5900,J212318+011518,320.826,1.25503,5371,39.2,10,4.3,3981,6774
5901,3C433,320.935,25.07,30459,25.2,20,1.6,28831,32103
5902,2MASXJ21234458+,320.936,25.0744,30579,43.3,36,2.3,28965,32240
5903,IGRJ21247+5058,321.159,50.9827,5996,39.1,15,3.0,4600,7405
5904,J212657-070117,321.741,-7.02153,7397,40.0,10,4.3,5987,8818
5905,SWIFTJ2127.4+56,321.939,56.9425,4317,38.1,15,2.9,2936,5710
5906,UGC11754,322.381,27.3214,4826,44.9,39,2.5,3440,6224
5907,J212940+505011,322.418,50.8359,0,42.9,10,5.0,2722,10321
5908,NGC-7080,322.508,26.7177,4839,48.9,5,6.6,4700,7507
5909,J213025-002826,322.608,-0.474139,5968,39.2,10,4.1,4572,7377
5910,J213058-070507,322.742,-7.08558,8313,40.7,10,4.3,6896,9744
5911,NGC-7081,322.85,2.49142,3273,54.7,5,7.1,3135,5914
5912,2131255+6431000,322.856,64.5167,12483,33.2,10,3.0,11027,13952
5913,UGC11760,322.916,2.45122,3278,38.6,10,4.0,1906,4662
5914,PG2130+099,323.116,10.1386,18880,40.9,10,4.5,17459,20315
5915,UGC11763,323.116,10.1386,18880,43.5,10,3.8,17364,20410
5916,2MASXJ21340930+,323.538,8.77869,6633,27.8,10,2.7,5231,8048
5917,J21354-2720,323.688,-27.4322,20100,55.5,20,4.5,18572,21642
5918,IC-1392,323.886,35.3983,4371,44.5,5,6.5,2989,5765
5919,SDSSJ21376+0053,324.423,0.888056,12300,61.3,3,12.0,10937,13676
5920,CGCG493-002,324.639,32.0849,7440,39.4,10,3.6,6030,8862
5921,213913-264632,324.807,-26.7756,9188,99.8,20,7.2,7763,10626
5922,2139413+2424177,324.922,24.4049,11443,37.2,10,3.1,9997,12903
5923,FBQSJ2139-0804,324.962,-8.08175,15290,48.8,10,5.1,13808,16786
5924,J214020+122117,325.087,12.3548,5816,64.4,10,6.7,4421,7223
5925,214135+102638,325.397,10.444,10653,37.5,10,3.2,9214,12105
5926,Zw493.004,325.473,31.8578,13000,51.3,10,5.0,11630,14382
5927,J2145+1535,326.239,15.5805,9138,32.5,50,1.3,7713,10576
5928,21445729+153450,326.239,15.5806,9138,41.8,10,3.8,7713,10576
5930,J214706+100821,326.777,10.1396,8233,35.5,10,3.8,6816,9663
5931,NGC7130,327.081,-34.9512,4842,63.3,10,7.6,3456,6240
5932,UGC-11816,327.28,0.446972,4750,54.1,5,7.2,4611,7416
5933,2MASXJ21492157+,327.34,0.434722,14985,36.5,5,5.9,13505,16478
5934,214950-133859,327.461,-13.6497,11577,86.5,20,5.7,10129,13038
5935,215040+005513,327.668,0.920361,8374,55.5,10,5.5,6956,9805
5936,CGCG427-028,327.695,14.1101,9092,25.4,10,2.4,7667,10530
5938,CGCG376-040,327.781,2.70147,4020,29.5,10,2.8,2642,5411
5939,215224+123851,328.102,12.6476,8721,38.0,10,3.4,7300,10155
5941,2MASXJ21522605-,328.108,-8.17361,10441,38.4,10,3.9,9004,11891
5942,215259-000903,328.246,-0.150917,8394,32.7,10,3.0,6976,9825
5943,2153056-1653370,328.273,-16.8936,10229,53.8,10,4.7,8794,11677
5944,MCG-03-55-009,328.517,-16.1569,11182,28.5,10,2.7,9738,12639
5946,Mrk516,329.093,7.36694,8519,49.7,24,4.3,7099,9951
5947,MRK0516,329.093,7.36689,8519,36.2,10,3.6,7100,9951
5948,J215650-074533,329.206,-7.75908,16506,39.5,5,5.8,15012,18013
5949,PGC067698,329.236,-11.6585,8420,43.1,9,4.6,7090,9762
5951,J215815+112924,329.564,11.4902,9316,62.4,9,7.1,7890,10756
5952,MRK518,329.65,12.0389,9330,25.2,10,2.4,7903,10770
5954,IC1417,330.09,-13.1474,5345,52.1,48,2.3,5003,7815
5955,J220029+112248,330.124,11.3802,9384,62.5,9,6.6,7957,10824
5956,NGC-7167,330.128,-24.6326,2575,60.0,5,9.0,1210,3953
5957,NGC7177,330.172,17.7381,1140,31.0,10,2.8,-211,2504
5958,UGC11871,330.172,10.5524,7978,44.3,30,2.4,6564,9405
5959,NGC-7171,330.258,-13.2697,2696,63.1,5,8.5,2559,5326
5961,AM2158-380,330.321,-37.7733,9983,76.8,40,4.2,8550,11429
5962,J220141+115124,330.423,11.8568,8950,60.1,9,6.4,7527,10386
5963,NGC7172,330.508,-31.8698,2603,76.3,20,6.9,1238,3981
5964,NGC-7183,330.59,-18.9164,2635,69.4,5,9.6,2498,5264
5965,NGC-7184,330.666,-20.8128,2617,71.2,5,9.9,2480,5246
5966,KAZ692,330.688,-13.0816,11765,53.1,10,5.3,10315,13228
