mcp_count,source,ra,dec,velo,date_obs,tsys,int,Rms1,Vlo1,Vhi1
2838,101856+130926,154.7335,13.157470000000002,7030,2006.874,36.7,10,3.5,5624,8448
2839,KUG1016+375,154.7437,37.30028,14254,2013.419,44.9,10,4.4,12781,15740
2840,101901+032138,154.7564,3.36061,9752,2006.899,45.2,10,4.3,8321,11196
2841,MRK141,154.8025,63.9675,12600,2016.335,52.7,10,5.2,11234,13979
2842,101912-284526,154.8029,-28.75728,10879,2009.166,47.3,10,4.7,9438,12333
2843,J101917+002039,154.82299999999995,-28.75728,6257,2013.105,37.5,10,5.1,4858,7668
2844,SBS1016+592,154.882,58.955,12579,2012.124,46.5,10,4.4,11122,14049
2845,MRK1253,154.887,-3.33753,14985,2016.205,33.9,10,4.5,13598,16385
2846,101942+432158,154.9265,43.36633,7828,2006.928,37.1,10,4.0,6415,9254
2847,PG1016+336,154.9563,33.36775,7345,2011.191,32.8,20,2.2,5936,8766
2848,NGC3204,155.046,27.81703,4968,2008.255,38.8,5,4.9,3581,6367
2849,102022+635411,155.0957,63.90317,11991,2006.183,36.6,10,3.2,10540,13456
2850,J1020+5358,155.1938,53.96797,9789,2015.044,52.4,10,5.6,8358,11233
2851,102049+425819,155.2083,42.97206,6982,2007.033,44.8,10,4.4,5577,8400
2852,2MASXJ10205774-,155.2408,-4.9505300000000005,11842,2012.124,42.6,10,48.5,10392,13305
2853,2MASXJ10205956-,155.2481,-4.9505300000000005,16779,2014.055,44.9,10,4.4,15283,18289
2854,J1020-0010,155.2481,-4.9505300000000005,16779,2014.066,47.4,23,3.3,15283,18289
2855,102100+425907,155.2522,42.98533,6958,2007.033,45.4,10,4.1,5553,8376
2856,2MASXJ10210762+,155.2819,42.98533,16617,2014.055,45,10,4.6,15122,18126
2857,102111+353929,155.2944,35.65794,11314,2008.038,34.3,10,3.0,9869,12772
2858,102138+060231,155.409,6.04217,9885,2006.899,46.1,10,4.2,8453,11330
2859,MCG+00.27.002,155.4175,-3.45392,12300,2016.205,34.5,5,4.6,10936,13676
2860,NGC3183,155.4542,74.17689,3088,2006.077,66.9,5,9.1,1718,4470
2861,J1021+6352,155.4547,63.86856,6325,2015.044,58.9,10,6.1,4926,7737
2862,102151+002436,155.465,63.86856,6402,2006.899,48.6,10,4.6,5002,7815
2863,NGC3233,155.4895,-22.26775,3700,2008.342,56.5,5,7.7,2324,5088
2865,102207+212006,155.5292,21.33511,11584,2008.168,33,10,2.9,10136,13045
2866,102209+241430,155.5387,24.24178,6239,2008.092,30.7,10,2.8,4841,7650
2867,IC605,155.6005,1.19822,6480,2010.082,31.8,10,3.0,5079,7893
2868,102224+035950,155.6017,3.99733,6862,2006.899,48.2,10,4.7,5458,8279
2869,J1022+2051,155.6711,20.85919,7377,2014.96,65.6,10,6.8,5968,8799
2870,J102302+131358,155.7612,13.23303,9575,2013.372,71.2,10,7.5,8146,11017
2871,102319+222327,155.8283,22.39081,11934,2008.092,28.8,10,2.5,10483,13398
2872,NGC3226,155.8625,19.89861,1151,2012.277,42.1,10,4.7,-201,2516
2876,NGC3227,155.8776,19.86508,1157,2016.302,47.1,10,4.6,-110,2436
2877,102332+645240,155.8834,64.87786,11991,2006.183,36.9,10,3.3,10540,13456
2878,102332+460327,155.8854,46.05775,7731,2006.928,37.2,10,3.6,6319,9156
2879,UGC05613,155.8856,52.34194,9620,2005.169,27.2,24,1.6,9265,12157
2880,102335-264457,155.8992,-26.74919,10777,2009.166,46.2,10,4.5,9337,12230
2881,J102346+604507,155.9433,60.75206,6584,2013.103,40.3,9,4.5,5182,7998
2882,J1023+5306,155.9467,53.10803000000001,9431,2015.044,58.2,10,5.9,8003,10872
2883,J102347+191037,155.94799999999995,19.17708,8031,2013.372,75.8,5,11.0,6616,9459
2884,J102349+591026,155.9582,59.17408,7265,2013.103,39,10,3.8,5857,8685
2885,ZW037.022,155.9992,6.48556,13500,2016.355,44.9,10,4.3,12126,14887
2886,ZW037.023,156.0108,6.49556,13000,2016.202,34.3,10,3.3,11630,14382
2887,102431-233311,156.1313,-23.55303,3720,2009.166,45.7,10,4.2,2344,5108
2888,J102450+320142,156.2101,32.02839,7037,2013.103,38.3,9,4.2,5631,8455
2889,NGC3239,156.2704,17.163610000000002,753,2010.074,32.5,10,2.9,-595,2114
2890,J102507+280541,156.2803,28.09483,6135,2013.103,38.2,10,4.0,4738,7545
2891,KUG1021+675,156.3042,67.29728,11572,2010.235,27.3,10,2.4,10124,13033
2892,102522+123223,156.3447,12.53972,9467,2006.874,35.3,10,3.3,8039,10908
2893,J102523+645955,156.3486,64.99869,8883,2013.103,39,8,4.4,7460,10319
2894,MRK142,156.3803,51.67636,13474,2010.169,27.2,10,2.4,12009,14953
2895,SDSSJ10255+1025,156.3837,10.41781,13800,2016.299,41.5,10,4.5,12423,15189
2896,J102535+570809,156.3967,57.13583000000001,7970,2013.103,36.4,9,4.0,6555,9397
2897,102550-112629,156.4592,-11.44139,11946,2008.947,39.9,5,5.2,10495,13410
2898,SDSSJ10261+2136,156.5254,21.60486,12300,2016.302,42.3,10,4.1,10936,13676
2899,J102613+610304,156.5573,61.05114,9379,2013.103,36.2,10,4.1,7951,10819
2900,102613+110232,156.5573,11.04228,9492,2006.874,35.4,10,3.4,8064,10933
2901,J1026+0041,156.5879,11.04228,6451,2014.958,46.9,10,5.0,5051,7864
2903,J102651+415318,156.7158,41.88858,6886,2013.103,39.6,10,4.2,5481,8303
2904,IC614,156.7162,-3.46475,10258,2012.124,44.2,10,4.3,8823,11706
2905,J1027+1601,156.7665,16.017889999999998,9687,2014.96,62.8,9,7.1,8257,11130
2906,102711+100128,156.796,10.02461,9698,2006.874,36,10,3.2,8268,11141
2907,J1027+0049,156.8085,10.02461,9436,2015.114,35.5,10,3.9,8008,10877
2908,SDSSJ10274+6341,156.8532,63.68889,9300,2016.329,62,7,7.3,7962,10650
2909,J102725+202651,156.8578,20.44761,5566,2013.103,38.3,19,2.9,4173,6970
2910,J102729+011448,156.8729,1.24672,6715,2013.105,37.2,10,4.0,5312,8130
2911,ARK244,156.9229,24.27167,0,2013.428,50.7,10,5.4,-1341,1354
2912,2MASXIJ1027498+,156.9579,36.55972,11396,2013.419,47.5,5,6.5,9950,12855
2913,J1028+4307,157.012,43.13231,2184,2015.044,66.2,10,6.9,822,3558
2914,102820+124051,157.0872,12.68094,10139,2006.874,35.9,10,3.0,8705,11586
2915,ZW240.047,157.1745,49.07183,12900,2016.241,38.1,10,3.7,11531,14281
2916,J102853+194526,157.2218,19.75739,6224,2013.103,36.6,10,3.9,4825,7635
2917,J102854+123746,157.2251,12.62967,9934,2013.372,72.2,10,7.2,8501,11380
2919,102859+273858,157.2432,27.65006,11254,2008.2,50.2,20,3.1,9809,12712
2920,RXSJ10291+2729,157.2566,27.480940000000004,11300,2016.241,38.6,5,5.1,9945,12667
2921,J1029+3906,157.298,39.11489,7773,2015.044,61.7,20,4.9,6361,9198
2922,NGC3254,157.333,29.49142,1355,2005.169,35.9,24,2.1,1014,3753
2923,102924-262712,157.3512,-26.45328,9926,2009.166,45.9,10,4.4,8494,11371
2924,J102929+193722,157.3722,19.62281,8078,2013.103,37.1,9,4.1,6662,9506
2925,103019-173559,157.5809,-17.59969,7144,2009.163,37.4,10,3.4,5737,8563
2926,CGCG009-070,157.71200000000005,-2.72114,8911,2012.124,43,10,4.3,7488,10347
2927,J103058+255957,157.7436,25.99914,6021,2013.103,36.4,10,3.7,4625,7430
2928,NGC3265,157.7782,28.79669,1319,2010.044,30.3,10,2.6,-34,2685
2929,103111+605605,157.7979,60.93492,9285,2006.977,49,10,4.4,8999,11886
2930,J1031+0028,157.8965,60.93492,8600,2014.958,47.2,10,5.0,7180,10033
2933,UGC5713,157.912,25.98397000000001,6312,2012.014,50.2,20,3.5,4913,7724
2936,J103139+034350,157.9152,3.73061,8832,2013.396,44.1,10,4.6,7410,10268
2937,NGC3281,157.967,-34.85372,3200,2006.202,61.6,45,3.3,1829,4583
2938,NPM1G-18.0348,157.9892,-18.77614,12000,2016.191,67.8,4,10.9,10639,13373
2939,NGC3274,158.072,27.66869,537,2010.044,30.1,10,2.6,-809,1896
2940,NGC3282,158.0937,-22.30108,3880,2009.038,50.6,5,6.5,2503,5269
2941,MRK33,158.1328,54.40106,1430,2010.074,32.2,10,2.8,75,2797
2942,J1032+6502,158.1453,65.04114,1680,2015.044,68,20,5.4,323,3049
2943,J103309+610415,158.28799999999995,61.07103000000001,8795,2013.103,35.7,10,3.9,7373,10230
2944,J103321+023658,158.3377,2.61614,8775,2013.396,44.6,9,4.7,7353,10210
2945,ESO-501-G13,158.3759,-26.89833,3594,2009.038,53.5,5,6.8,2220,4981
2946,NGC3285,158.3996,-27.455,3378,2009.038,54,5,8.4,2005,4763
2948,ESO436-G03,158.498,-30.16806,1101,2003.313,62.7,28,3.6,-250,2465
2949,103405.9+183635,158.5244,18.60958,13715,2013.033,36.1,20,2.6,12248,15196
2955,MRK34,158.5358,60.03108,15140,2012.014,43.6,20,2.9,13659,16634
2957,2MASXJ10341656-,158.5691,-28.56806,3590,2011.066,39.4,10,3.7,2216,4977
2959,UGC5739,158.5825,13.7545,2966,2010.049,43.7,10,4.1,1597,4347
2960,NGC3252,158.5963,73.76505999999998,1156,2010.2,30.6,10,2.9,-196,2521
2961,KUG1031+398,158.661,39.64139,12724,2011.191,30.9,20,2.1,11266,14196
2962,NGC3287,158.697,21.64836,1306,2010.111,28.5,10,2.7,-47,2672
2963,ESO-436-G46,158.7105,-28.58392000000001,3438,2009.038,55.2,5,7.5,2065,4823
2964,103459+322843,158.7459,32.47864000000001,9920,2008.038,34.4,10,3.0,8488,11365
2966,KUG1032+379B,158.8447,37.67167,1697,2011.055,31.9,8,3.4,340,3066
2967,ESO-501-G25,158.8567,-26.65747,3834,2009.038,53,5,7.4,2457,5223
2968,103527-140748,158.8642,-14.13003,4583,2009.163,36.4,10,3.6,3200,5979
2969,NGC3310,158.9168,53.76371999999999,993,2010.074,31.9,10,3.0,-357,2356
2970,IC-2594,159.0163,-24.32281,3580,2009.038,50.8,5,6.6,2206,4967
2971,103611+265713,159.0444,26.95369,6508,2008.092,30.5,10,2.6,5107,7922
2972,J103614-000932,159.0595,26.95369,8312,2013.105,37.7,10,3.9,6894,9742
2973,NGC3294,159.0678,37.32467000000001,1586,2008.307,33.4,5,4.3,229,2955
2974,NGC3308,159.093,-27.43778,3610,2009.038,52.9,5,7.4,2235,4997
2975,ESO-501-G35,159.102,-26.99942,4158,2009.038,51.8,5,6.6,2778,5550
2976,J103627+131857,159.1153,13.315970000000002,9872,2013.372,73.3,10,7.2,8440,11317
2977,1034+060,159.1515,5.91081,3500,2003.269,33.7,40,1.6,2126,4886
2978,NGC3300,159.1602,14.171079999999998,3075,2008.353,43.7,5,5.7,1705,4457
2980,J103657+001347,159.2391,14.171079999999998,8767,2013.105,37.6,10,3.9,7346,10202
2981,NGC3303NED02,159.2504,18.13583,6176,2012.277,39.7,10,4.2,4778,7587
2982,NGC3312,159.2606,-27.56506,2886,2015.41,96.2,7,12.2,1603,4180
2983,ESO-501-G47,159.3225,-27.46833,4849,2009.038,50.4,5,6.8,3463,6247
2986,J1037+4335,159.3306,43.58753,7403,2015.21,37.2,4,6.1,6082,8736
2987,J1037+3704,159.3421,37.0775,6985,2015.21,38.1,9,5.0,5667,8314
2988,103723+021845,159.3483,2.31244,11991,2011.066,29.2,10,2.7,10540,13456
2990,103729+600011,159.3734,60.00322,8431,2006.977,48.8,10,4.4,8146,11017
2991,103731+433913,159.3827,43.65381,7290,2006.928,37.8,10,3.7,5882,8711
2992,103749-240952,159.4576,-24.16447,10393,2009.166,45.9,10,4.2,8956,11843
2993,103800-263008,159.5033,-26.50217,4880,2009.166,46.7,10,4.7,3494,6279
2994,Q10358-0951,159.5858,-10.11753,8700,2016.191,58.3,2,11.9,7368,10044
2996,SDSSJ10390+4140,159.7517,41.66889000000001,600,2016.335,61.2,10,6.0,-663,1874
2997,J103916+052913,159.8174,5.48714,8511,2013.396,44,10,4.8,7092,9944
2998,NGC3335,159.8919,-23.92269,3743,2009.049,77.1,5,10.5,2367,5131
2999,103942-004228,159.9288,-23.92269,8094,2006.302,31.9,10,3.0,6678,9522
3000,MCG-01.27.031,159.94299999999996,-5.48303,6300,2016.191,54.8,7,6.4,4988,7623
3001,MALIN2,159.9687,20.84697,13830,2007.335,49.1,39,2.4,12361,15312
3002,J1040+3907,160.0024,39.12222,9258,2015.21,37.1,9,4.0,7921,10607
3003,NGC3331,160.0372,-23.82036,3626,2009.049,77.4,5,10.5,2251,5013
3004,NGC3336,160.0709,-27.77708,4000,2009.049,85,5,12.8,2622,5390
3005,104024+065137,160.1028,6.8605300000000025,9095,2006.899,47.5,10,5.5,7670,10533
3006,104036-173241,160.1504,-17.54469,11083,2009.008,50.3,10,4.7,9640,12539
3007,104039+372000,160.1604,37.33322,7495,2007.394,43.2,10,4.0,6085,8918
3008,104039+390356,160.1652,39.06556,9019,2007.066,41.9,10,3.7,7595,10456
3009,RXJ10407+3300,160.183,33.01647,24512,2011.191,31.7,20,2.1,22942,26097
3010,ESO568-G21,160.313,-21.02303,3600,2016.191,71,4,12.7,2311,4900
3011,104117-260958,160.322,-26.16608,4445,2009.166,47.1,10,4.4,3063,5840
3012,104117-240040,160.3237,-24.01114,3711,2009.166,46.5,10,4.5,2335,5099
3013,CG64,160.3354,31.67753,10500,2016.302,42.8,10,4.3,9152,11860
3014,ESO-437-G44,160.4262,-28.77975,4392,2009.049,87.5,5,11.8,3010,5786
3015,MRK725,160.4605,21.31139,7501,2010.111,26.7,10,2.5,6091,8924
3016,ESO-437-G45,160.4992,-28.77669,3766,2009.049,89.1,5,12.8,2390,5154
3017,NGC3338,160.5315,13.74689,1301,2005.952,38.9,5,5.8,1165,3907
3018,2QZJ104219-0152,160.5833,-1.87331,11100,2016.191,62.1,9,6.8,9747,12465
3019,J1042+0502,160.6336,5.0448900000000005,8151,2014.958,46.5,10,4.9,6735,9580
3020,104245+265037,160.686,26.84372,6056,2008.2,54.7,20,3.4,4659,7465
3022,104248+110000,160.7027,11.00025,8855,2006.874,36,10,3.5,7433,10290
3023,SDSSJ10428+2546,160.7095,25.77119,8900,2016.302,44.4,10,4.4,7566,10246
3024,104251-170130,160.7159,-17.025029999999994,9065,2009.163,37.2,10,3.5,7641,10502
3025,ESO-501-G82,160.7981,-26.24997,4527,2009.049,83.4,5,11.4,3144,5922
3026,SDSSJ10434+1105,160.8604,11.09008,14400,2016.299,41.2,10,4.0,13018,15795
3027,NGC3344,160.8797,24.92228,586,2010.044,29.9,10,2.6,-760,1945
3028,104348-224333,160.953,-22.72581,3687,2009.166,45.9,10,4.6,2312,5075
3029,NGC3351,160.9904,11.70389,778,2005.952,40.7,5,5.5,643,3375
3030,J1044+0439,161.0092,4.663,7975,2014.958,46.3,9,4.8,6561,9402
3031,CGCG333-049,161.0354,70.40525,10066,2013.03,42.6,10,4.5,8632,11513
3032,ZW212.045,161.1633,38.75956,10700,2016.241,39.1,10,4.3,9350,12062
3033,104445.3+164005,161.1888,16.66814,11678,2012.243,36.8,10,3.8,10229,13140
3034,104445.4+312936,161.189,31.49342,13242,2013.041,46.8,7,153.8,11779,14718
3035,SDSSJ10448+0317,161.202,3.29836,5700,2016.202,35.7,10,3.4,4393,7018
3036,104449+381052,161.204,38.18103,7714,2007.394,43.3,10,4.2,6302,9139
3037,NGC3362,161.2155,6.59669,8290,2003.922,59.6,32,3.2,6873,9720
3038,104458+260529,161.2428,26.09142,6277,2008.2,50.3,20,3.2,4878,7688
3040,104503+392516,161.2648,39.42139,7475,2007.066,44,10,4.2,6065,8897
3041,NGC3353,161.3433,55.96025,944,2010.074,31.7,10,2.7,-406,2307
3042,J1045+3712,161.4456,37.21133,7229,2015.407,68.5,3,11.4,5909,8561
3044,CGCG10-007,161.5621,37.21131,13966,2013.428,48.9,10,5.3,12496,15450
3045,104615+510442,161.5662,51.07864,7067,2006.974,35.1,10,3.3,5661,8486
3046,NGC3367,161.6456,13.75081,3042,2005.952,38.9,5,5.1,2904,5678
3047,NGC3359,161.6535,63.22364,1013,2006.085,53.6,25,3.1,-337,2376
3048,UGC05881,161.6771,25.93167,6173,2013.255,43.3,19,3.4,4775,7584
3050,NGC3368,161.6904,11.81997,897,2005.952,41,5,5.0,761,3496
3051,104711+304328,161.7966,30.72436,10354,2008.038,34.8,10,3.1,8918,11803
3052,104729+071503,161.8731,7.251060000000002,8075,2006.899,47.9,10,4.8,6660,9503
3053,CGCG155-013,161.9693,26.25053,6574,2010.044,29,10,2.7,5172,7988
3054,CGCG66-017,161.9746,10.89786,2797,2010.049,44.6,10,4.3,1430,4176
3055,104800+304132,162.0004,30.69217,9890,2008.038,34.6,10,3.0,8458,11335
3056,J1048+2357,162.0267,23.95411,7621,2014.96,64.7,8,7.9,6210,9045
3057,104812+283606,162.0506,28.60186,1587,2008.2,48.7,20,3.2,231,2955
3060,104812+263609,162.0515,26.60233,11715,2008.2,44.7,20,2.8,10266,13177
3061,104815+144417,162.0638,14.73806,9876,2007.307,41.2,10,3.6,8444,11321
3062,CG782,162.0679,33.26747,6863,2010.413,30.8,10,2.8,5459,8280
3069,NGC3393,162.0979,-25.16208,3750,2016.205,43.6,10,4.5,2460,5051
3071,104837+662143,162.158,66.36197,6595,2006.183,38.6,10,3.6,5193,8009
3072,MRK727,162.1842,26.05358,7630,2010.044,28,10,2.7,6219,9054
3073,104848+655524,162.2037,65.92333,12291,2008.28,36.6,10,3.3,10837,13759
3074,MRK152,162.2188,50.03664000000001,6924,2010.413,30.9,10,2.9,5519,8342
3075,104911+001604,162.2994,50.03664000000001,11991,2006.302,31.1,10,2.6,10539,13456
3076,J1049+2258,162.33,22.98053,9544,2014.96,63,10,7.1,8115,10986
3077,VIIIZW105,162.3317,13.23006,17291,2010.049,36.3,10,3.5,15790,18806
3079,IC643,162.3634,12.20117,7009,2010.082,30.5,10,2.8,5604,8427
3080,MRK417,162.3789,22.96442,9820,2008.189,38,10,3.5,8389,11264
3081,J104950+325859,162.4596,32.98064,1570,2015.057,45.2,6,5.2,4320,12000
3083,NGC3396,162.4796,32.99089,1625,2011.103,34.3,10,3.1,268,2994
3084,105003+365831,162.5112,36.97531,10671,2007.394,42.2,10,3.8,9232,12123
3085,2MASXIJ1050027+,162.5116,36.97539,10461,2005.169,29.5,24,1.7,10102,13010
3086,105003-144459,162.513,-14.74975,7986,2009.163,37,10,3.4,6572,9413
3087,UGC-5943,162.5561,-1.29019,4544,2008.353,46.2,5,6.6,3161,5940
3088,J105021+084449,162.5892,8.747060000000001,5888,2014.092,42.8,10,4.6,4493,7296
3089,NGC3394,162.666,65.72721999999999,3403,2006.085,51.8,5,7.3,2030,4788
3091,IC649,162.7175,1.16389,11560,2013.428,50.9,10,5.6,10112,13021
3092,NGC3412,162.7222,13.41225,841,2010.082,33.1,10,2.8,-508,2203
3093,SDSSJ10510+6546,162.7624,65.78139,3300,2016.329,60.4,9,6.3,2014,4598
3094,NGC3414,162.8176,27.974940000000004,1414,2008.307,33.7,5,4.4,59,2781
3095,NGC3419,162.8239,13.94603,3035,2005.952,39.8,5,5.1,2898,5671
3096,105120+012307,162.8369,1.38544,11834,2006.925,30.5,10,2.7,10384,13297
3097,1051299,162.8746,46.74489000000001,11737,2010.941,41,10,3.8,10288,13199
3098,105138-010734,162.91,-1.12611,11392,2006.302,31.4,10,2.8,9946,12851
3099,NGC3415,162.9275,43.71261,3303,2008.307,33.6,5,4.6,1931,4687
3100,J105153+100557,162.9738,10.09925,7918,2013.089,46.7,8,5.3,6504,9344
3101,NGC3434,162.9918,3.79206,3636,2008.353,45,5,5.5,2261,5023
3102,105158+524608,162.9938,52.76917,9514,2006.969,39.2,30,2.2,9227,12119
3103,NGC3433,163.016,10.14825,2720,2008.353,44,5,5.4,1353,4099
3104,105204+583559,163.0197,58.59983,9521,2006.969,39.3,10,3.6,9234,12126
3105,NGC3430,163.0476,32.95042,1585,2008.307,33.6,5,4.2,229,2953
3106,UGC05984NED01,163.0622,30.05792000000001,10372,2003.939,33.8,36,1.7,8936,11822
3107,NGC3407,163.0741,61.37964,4994,2006.085,52.7,5,7.3,3607,6394
3108,105221+381750,163.0867,38.29725,10724,2007.394,42.9,10,3.9,9284,12177
3109,J1052+1756,163.089,17.93531,1526,2014.96,69.5,10,7.3,170,2894
3110,J105227+080538,163.1146,8.09408,6542,2013.089,46.9,10,4.7,5141,7956
3111,NGC3432,163.1296,36.61892,616,2010.413,32.4,10,2.9,-731,1976
3113,J105233+100108,163.1393,10.01911,6372,2013.089,47.2,10,5.0,4973,7785
3114,105235+475422,163.1462,47.90636,8371,2006.969,38.7,10,3.5,8086,10956
3115,105247-110518,163.1958,-11.08833,8130,2009.175,38.5,10,3.5,6714,9559
3116,UGC6003,163.2658,4.63194,5793,2010.082,32.8,10,2.8,4399,7200
3117,MRK156,163.2851,50.28475,1363,2010.169,30.8,10,2.8,9,2729
3118,NGC3440,163.4562,57.11883,1904,2010.074,33.2,10,2.9,545,3275
3119,J1053+4939,163.4993,49.65972,6565,2015.327,44.7,8,5.1,5251,7891
3120,105408+002139,163.5343,49.65972,14390,2008.283,35.4,10,3.0,12916,15878
3121,J1054+3309,163.6163,33.16211,12986,2015.057,41.6,10,4.0,15950,24236
3122,NGC3454,163.6225,17.34389,1101,2010.111,30.5,10,2.7,-250,2465
3123,105435+110046,163.6462,11.01294,9408,2006.883,51.6,10,4.9,7980,10848
3124,J105439+541820,163.6642,54.30514,0,2015.057,46.1,8,7.4,2722,10320
3125,105443+162628,163.6777,16.441110000000002,9752,2008.175,37.4,10,3.2,8321,11196
3126,J105505+094126,163.77100000000004,9.69064,9332,2013.089,48.4,9,5.3,7905,10772
3127,105508+372636,163.7828,37.44328,7661,2007.394,46.2,10,4.4,6249,9085
3128,105537+473438,163.9043,47.57733,6759,2006.969,39.6,10,3.3,6477,9317
3129,105550+312332,163.9585,31.39219000000001,10470,2008.2,44.9,20,2.7,9033,11920
3131,105618+465155,164.0753,46.86539000000001,8551,2007.033,42.4,10,3.9,7131,9983
3132,105729+373555,164.3716,37.59858,11043,2007.394,44.7,10,4.0,9600,12499
3133,NGC3468,164.3799,40.94614,7555,2008.307,33.1,5,4.3,6144,8978
3134,IC657,164.4733,-4.90497,9688,2012.124,44,10,4.1,8258,11131
3135,105754+665950,164.4778,66.99719,12291,2008.28,36.7,10,3.3,10837,13759
3136,UGC06054,164.5628,20.10733,4160,2003.291,35.8,25,2.1,2780,5552
3137,105819+083611,164.5802,8.60322,10530,2006.883,51.9,10,4.5,9092,11981
3138,105851+363624,164.7126,36.60681,9528,2007.394,46.5,10,4.2,8099,10970
3139,105911+014833,164.7975,1.80919,11972,2006.925,30.3,10,2.8,10521,13437
3140,CGCG066-078,164.8979,8.92694,9270,2010.111,26,10,2.4,7844,10709
3141,UGC6070,164.9429,33.391940000000005,1853,2010.155,39.6,10,3.6,494,3224
3142,110004+172528,165.0162,17.424220000000002,8861,2008.175,38.3,10,3.5,7438,10296
3143,J110007+101522,165.0327,10.25631,10053,2013.089,48.6,9,5.7,8619,11499
3144,110009+101612,165.0397,10.27019,10109,2006.883,52.2,10,4.7,8675,11556
3145,HS1057+4632,165.0667,46.27092,9600,2016.241,40.5,10,4.1,8260,10952
3146,J1100+3714,165.0675,37.24017,7421,2015.407,70.6,4,11.9,6100,8754
3148,NGC3489,165.0775,13.90111,677,2004.302,77.9,20,5.0,-670,2037
3149,NGC3486,165.0996,28.975,681,2012.277,40.1,10,4.1,-666,2041
3150,110024+041045,165.1011,4.17939,11505,2006.925,30.3,10,2.8,10058,12965
3151,110027+062409,165.1153,6.40261,11472,2006.899,43.9,10,4.0,10025,12932
3152,SDSSJ11005+0206,165.1354,2.11606,11800,2016.299,42.8,10,4.2,10441,13171
3153,IRASF10570+7239,165.1601,72.38089000000002,8700,2016.329,53.5,5,7.2,7368,10044
3154,2MFGC08589,165.1892,-6.578360000000001,8998,2012.124,45.2,15,3.3,7574,10435
3156,110047+104341,165.1998,10.72817,10799,2006.891,43.9,55,2.0,8216,11088
3181,UGC6093,165.1998,10.72814,10828,2016.277,46.6,10,6.0,9477,12191
3191,ABELL1142GBB840,165.2388,11.0465,10697,2003.939,35.4,36,11.4,9255,12147
3192,MRK728,165.2575,11.04692,10686,2010.003,31.2,10,10.3,9247,12138
3194,110105+294349,165.2713,29.73042,10273,2008.2,44.5,10,4.0,8837,11722
3195,2MASXJ11012645+,165.3604,9.78889,8070,2012.277,42,10,4.8,6655,9498
3197,MCG-02.28.039,165.3746,-12.44806,7700,2016.335,67.9,10,7.2,6376,9036
3199,110133+293808,165.387,29.6355,10346,2008.2,44.6,10,4.1,8910,11795
3200,UBG6100,165.3917,45.65389,8844,2003.922,52.4,8,5.4,7422,10279
3201,UGC6100,165.3917,45.65392,8844,2003.922,52.7,16,3.9,7422,10279
3202,110156+665545,165.4833,66.92931,12591,2008.28,36.6,10,3.2,11134,14061
3203,J110156+183520,165.4873,18.58897,9395,2013.407,48.6,10,5.3,7968,10836
3204,TOL1059+105,165.4912,10.29414,10200,2016.299,43.5,10,4.2,8855,11557
3206,110230+005236,165.6283,10.29414,11691,2006.302,31.2,10,2.9,10242,13153
3208,SDSSJ11025-0017,165.6388,10.29414,5100,2016.299,45.8,10,4.3,3798,6413
3209,110237+590731,165.6573,59.12542,9919,2006.977,47,10,4.5,9631,12530
3210,110249.8+250426,165.7073,25.07375,6460,2012.243,37.5,10,3.8,5059,7873
3211,NGC3504,165.7968,27.97253,1539,2008.307,33.6,5,4.2,183,2907
3213,NGC3506,165.8038,11.07667,6403,2010.003,35.6,10,3.2,5003,7816
3215,RXSJ11032-0654,165.82,-6.9047800000000015,7800,2016.335,64.4,10,6.1,6475,9136
3218,J1103-0052,165.9098,-6.9047800000000015,8584,2016.372,43.8,10,4.3,7253,9927
3220,110338+451047,165.91,45.17997,6148,2006.952,51.4,10,4.6,5867,8696
3221,B2_1101+38,166.1137,38.20889,9000,2004.146,27.2,20,1.7,7576,10437
3222,J1104-0043,166.1334,38.20889,5898,2014.958,47.1,10,5.0,4503,7306
3223,J1104+4507,166.15400000000002,45.12519,6490,2015.327,43.5,8,4.8,5177,7815
3224,110445+041755,166.1895,4.2986900000000015,7558,2006.883,59.8,15,5.1,6147,8981
3225,SDSSJ11049+4334,166.2332,43.56922,14800,2016.241,38.1,10,3.8,13415,16198
3226,SDSSJ11049+0102,166.24,1.03828,13100,2016.372,41.1,10,4.0,11729,14483
3227,SDSSJ11050+5941,166.2583,59.68444,10200,2016.329,55.4,10,5.6,8855,11557
3228,J1105+2241,166.2666,22.68989,7433,2015.108,54.7,9,6.0,6024,8855
3229,J1105+1016,166.2706,10.27317,6189,2015.111,32.5,10,3.4,4791,7600
3230,NGC3521,166.4524,10.27317,805,2005.905,45.9,5,6.4,670,3402
3231,110558+362426,166.49200000000005,36.40714000000001,7420,2007.394,49,20,3.3,6011,8842
3232,CGCG291-028,166.49599999999995,58.94600000000001,14289,2013.305,32.3,10,3.4,12816,15776
3233,110621+502317,166.58900000000003,50.38811,11959,2006.974,32.2,10,3.1,10508,13423
3235,NGC3516,166.6979,72.56860999999998,2649,2016.329,62.3,8,7.1,1368,3941
3236,110713+650606,166.8053,65.10194,9812,2006.928,37.4,10,3.4,8381,11256
3237,J110724+213925,166.8528,21.65711,2694,2013.394,47.4,10,4.5,1328,4073
3238,J1107+0221,166.9547,2.35658,9260,2015.105,38.5,14,99.1,7834,10699
3239,110808+455904,167.0347,45.98458,10856,2007.033,42.5,10,4.0,9415,12310
3240,J1108+2932,167.0683,29.53644,14015,2015.057,43,3,11.5,16998,25340
