mcp_count,source,ra,dec,velo,date_obs,tsys,int,Rms1,Vlo1,Vhi1
1913,SDSSJ08132+4559,123.3045,45.99056,600,2016.329,55.5,8,6.4,-663,1875
1914,SDSSJ08134+5422,123.35,54.37689,12700,2016.35,36.7,10,3.7,11333,14080
1915,NGC2545,123.5589,21.35547,3373,2005.971,41,5,5.7,2001,4758
1916,081456+462602,123.7357,46.43406,14989,2006.358,36.2,10,3.2,13509,16482
1917,NGC2523,123.7504,73.57894,3415,2006.077,65.8,5,9.4,2042,4800
1918,081511.1+093214,123.7962,9.53708,13670,2013.033,39,10,4.2,12203,15151
1919,MCG+08.15.056,123.8204,46.07528,12300,2016.347,36.6,10,3.5,10936,13676
1920,081525+372025,123.8574,37.34047,11911,2006.928,33.8,10,3.0,10460,13375
1921,081559+231158,123.9962,23.19964,4287,2006.48,44.1,10,4.5,2906,5680
1922,SBS0811+584,124.0057,58.33406,7584,2005.832,42.9,48,1.8,7231,10085
1923,081615+573150,124.0641,57.5305,8155,2008.041,45.3,10,4.0,6739,9584
1924,NGC2559,124.2753,-27.45581,1561,2008.947,56.8,5,7.3,205,2929
1925,J081714+125928,124.3098,12.99114,9688,2013.092,40.3,15,3.6,8257,11131
1926,081716+565419,124.3163,56.90514,8747,2008.041,43.7,10,4.2,7326,10181
1927,RXSJ08173+5202,124.3275,52.02986,11600,2016.35,37.1,10,3.6,10242,12970
1929,UGC-4308,124.3575,21.68556,3566,2011.103,38.4,10,3.5,2192,4953
1930,CGCG119-030,124.3671,21.18081,2209,2010.003,37,10,3.4,847,3583
1931,NGC2554,124.4733,23.47103,4158,2008.221,32.7,5,4.3,2778,5550
1932,NGC2555,124.485,23.47103,4401,2006.991,45.1,5,6.3,3019,5795
1933,UGC04307,124.5063,47.85278,3062,2004.06,30.5,20,2.1,2716,5487
1934,IC2268,124.527,24.79639,2011,2014.036,38.4,10,3.7,651,3383
1936,081817+282057,124.5711,28.349190000000004,6017,2006.916,40.8,10,3.7,4621,7426
1937,NGC2566,124.69,-25.4995,1649,2008.947,54.4,5,7.3,292,3018
1939,081847+243214,124.6983,24.5375,7459,2011.103,37.6,10,3.5,6049,8881
1940,CGCG119-044,124.7092,22.11525,3494,2010.003,35.6,5,5.1,2120,4880
1941,RXSJ08189-2252,124.7404,-22.87667,10500,2016.205,39.6,10,3.9,9152,11860
1942,081903+560722,124.7643,56.12275,7747,2008.041,44.3,10,4.0,6335,9172
1944,NGC2557,124.7947,21.43575,4865,2006.991,40.2,5,5.3,3479,6263
1946,NGC2558,124.8032,20.51069,4990,2006.991,40.4,5,5.3,3603,6390
1947,819129,124.8037,59.73978,8057,2010.941,38.7,10,3.6,6642,9485
1948,J081917+034734,124.8215,3.79294,9007,2013.089,56.5,7,6.9,7583,10444
1949,NPM1G+64.0045,124.8237,64.49444,11700,2016.369,35.2,10,3.5,10342,13071
1950,081938+210651,124.9078,21.11431,5544,2007.307,40.4,10,3.6,4152,6949
1951,0816+211,124.9082,21.114420000000006,5500,2003.272,31.4,30,1.8,4108,6904
1953,NGC2565,124.9513,22.03144,3591,2006.991,41.1,5,5.5,2217,4978
1955,NVSSJ08199-030,124.9833,-3.09725,15000,2016.202,35.5,7,5.8,13613,16400
1956,081956+392654,124.9864,39.44847,8279,2006.928,35.5,10,3.2,6862,9709
1957,082007+550921,125.0276,55.15586,9757,2008.041,41.8,10,3.4,8326,11201
1958,NGC2562,125.0986,21.13147,4999,2006.991,40.4,5,5.4,3612,6399
1959,2MASXJ08202907-,125.1213,-18.55778,15004,2013.428,54.5,7,9.2,13524,16498
1960,082034+554123,125.1406,55.68972,10858,2008.041,40.6,10,3.7,9417,12312
1961,UGC-4326,125.1465,68.60033,4727,2006.077,61.5,5,8.6,3342,6124
1963,NGC2563,125.1487,21.06781,4674,2006.991,40.3,5,5.4,3290,6071
1964,082133-132104,125.3896,-13.35111,4311,2008.919,54.3,10,5.0,2930,5704
1965,0821350-1321031,125.3958,-13.35086,4288,2010.982,35.6,10,3.3,2907,5681
1966,CGCG207-060NED0,125.4695,41.8625,11400,2014.036,35.2,10,3.7,9954,12859
1968,082206-145648,125.5284,-14.94667,4442,2009.146,49.6,10,5.0,3060,5837
1969,IC-503,125.5445,3.26806,4131,2006.082,43.3,5,6.0,2752,5523
1970,MCG-01.22.006,125.7545,-4.93489,6540,2016.202,39.1,7,4.4,5226,7866
1971,J0823+2730,125.8306,27.51031,5908,2014.928,65.7,10,7.4,4513,7316
1972,082329+042332,125.8745,4.392530000000002,9241,2006.874,35.6,10,3.4,7815,10680
1973,J0823+0313,125.8952,3.22103,2931,2014.928,70.6,10,8.0,1563,4312
1974,IC-2341,125.9227,21.43472,4846,2006.991,39.9,5,5.6,3460,6244
1976,2MASXJ08235499+,125.9788,28.10611,14023,2014.036,34.1,10,3.4,12553,15507
1977,UGC-4386,126.0069,21.02717,4640,2005.971,39.9,5,5.3,3256,6036
1978,082403+515415,126.0154,51.90439,9293,2006.183,43.5,10,3.9,7866,10733
1979,J0824+1719,126.0596,17.33194,11176,2014.928,61,10,6.8,9732,12633
1980,J0824+1214,126.0691,12.24542,11582,2014.928,58,10,6.4,10134,13043
1981,082420+203200,126.0844,20.53319,5982,2007.307,40.7,10,3.7,4586,7391
1982,FGC0749,126.1505,22.01881,4704,2004.036,31.7,32,1.6,4347,7148
1983,2MASXJ08244315+,126.18,22.74839,7553,2010.049,34.5,10,3.3,6142,8976
1984,082443+295923,126.1802,29.98975,7618,2006.925,32.3,10,3.1,6207,9042
1985,NGC2551,126.2094,73.41199999999998,2263,2006.052,54.8,5,7.2,901,3638
1986,082452+205928,126.2164,20.99122,6865,2007.307,41.8,10,3.8,5461,8282
1987,NGC2590,126.2584,20.99122,4998,2006.991,44.9,5,6.1,3611,6398
1988,NGC2582,126.3003,20.33472,4439,2005.971,40.1,5,5.3,3057,5833
1989,082538+210833,126.4099,21.14258,6919,2007.307,41.2,10,3.8,5514,8337
1990,UGC04400,126.5232,21.66764,4392,2004.036,32.2,32,1.5,4036,6831
1991,082620.8+055728,126.5867,5.9577800000000005,13443,2013.033,39.5,10,4.0,11978,14921
1992,KUG0823+230B,126.5878,22.89972,5379,2004.06,26.6,20,1.7,5021,7834
1993,UGC04404,126.6215,22.26139,8496,2004.06,26.9,20,1.6,8131,11001
1994,J0826+0729,126.7275,7.4981399999999985,9351,2014.928,63.1,20,4.6,7924,10791
1995,J082655+072501,126.7327,7.417000000000002,9445,2013.089,54.4,10,6.3,8017,10886
1996,J0827+2949,126.8117,29.82483,11990,2014.928,59.6,10,6.0,10539,13455
1997,2MASXJ08272676+,126.8615,41.49453,10817,2010.049,30.9,10,18.0,9376,12271
1998,082734-021247,126.892,-2.21308,11814,2008.919,44.7,10,4.1,10364,13277
1999,NGC2595,126.9238,21.47867,4330,2008.221,33.2,5,4.2,2949,5724
2000,UGC4422,126.925,21.47894,4330,2007.332,49.7,59,2.3,2949,5724
2001,J082814+280326,127.0599,28.05731,5916,2013.094,34.6,9,3.8,4520,7324
2002,082825+250052,127.1077,25.01458,8613,2006.925,31.1,10,4.5,7193,10046
2003,NGC2550A,127.1665,73.74806,3641,2006.052,54.6,5,7.8,2266,5028
2004,SDSSJ08287+4544,127.1779,45.74258,14700,2016.35,36.1,10,3.4,13315,16097
2005,082847+560456,127.1949,56.08214,11180,2008.041,39.2,10,3.4,9736,12637
2006,082849+252148,127.207,25.36344,11582,2006.925,29.6,10,3.5,10134,13043
2007,UGC04434,127.2263,34.65167,6286,2010.049,35,10,3.1,4887,7698
2008,082907+520155,127.2799,52.032,5396,2006.299,34.1,10,3.2,4005,6799
2009,SDSSJ08292+5006,127.3029,50.1145,13000,2016.241,38,10,3.9,11630,14382
2010,082919+485058,127.3303,48.84956,7195,2006.299,34.6,10,3.4,5788,8615
2011,UGC4436,127.4619,48.78103,7048,2003.31,38.4,8,4.1,5642,8467
2013,CGCG004-040,127.56,-2.88056,12158,2013.428,48.7,10,4.9,10705,13625
2014,083017+240300,127.5689,24.04989,11646,2007.307,40.4,10,3.7,10198,13108
2015,083040+484759,127.669,48.79975,14689,2006.358,35.9,10,3.3,13212,16179
2016,J0831+0931,127.764,9.53036,8966,2014.928,63.5,10,7.1,7543,10402
2017,831101,127.7925,9.60539,9220,2010.941,43.5,10,4.0,7794,10659
2018,083140-054551,127.9175,-5.76403,9923,2009.111,56.8,15,4.3,8491,11368
2019,RXSJ08320+4614,128.0091,46.24047,13800,2016.35,36.2,10,3.5,12423,15189
2020,NGC2599,128.0466,22.563,4750,2008.221,33.3,5,4.4,3365,6147
2021,SDSSJ08323+3027,128.0833,30.45539,15000,2016.202,36.2,7,4.1,13613,16400
2022,083242+522632,128.1783,52.44239,5096,2006.183,41.3,10,3.7,3708,6497
2023,SDSSJ08327+0636,128.1833,6.60964,7635,2016.202,38.2,8,4.4,6312,8970
2024,J083322+523156,128.3446,52.53225,4990,2014.082,61.1,9,6.6,3603,6390
2025,NGC2613,128.3452,-22.97364,1678,2008.947,52.2,5,6.9,321,3047
2026,083337+531341,128.406,53.22811,8993,2006.183,40.8,10,3.8,7569,10430
2027,083346+480022,128.4419,48.00625,12891,2006.189,35.6,10,3.2,11431,14364
2028,083350-131029,128.4587,-13.17456,1735,2009.111,66.1,15,4.9,377,3105
2029,083355-132942,128.4798,-13.495079999999998,1570,2009.111,68.8,20,4.4,214,2938
2030,083355+470804,128.4802,47.13444000000001,4496,2006.299,33.7,10,3.3,3113,5891
2031,J083427+420019,128.6154,42.00556,7817,2013.422,57.4,10,6.1,6404,9243
2032,083456+535502,128.734,53.91747,9593,2006.183,41.7,10,3.7,8164,11035
2033,083505+495051,128.7745,49.84758,13190,2006.358,34.8,10,3.0,11727,14666
2034,083523+420909,128.8487,42.15269,10265,2006.928,38.5,10,3.4,8830,11713
2035,083525+233131,128.8531,23.52514,5116,2007.307,43.2,10,4.1,3728,6517
2036,J083529+250139,128.8716,25.0275,5246,2013.094,34.9,9,3.8,3856,6648
2037,083534+524720,128.8935,52.78892,13190,2006.358,34.6,10,3.0,11727,14666
2038,J083535+394848,128.8997,39.81356,7486,2013.422,57.2,10,5.9,6076,8909
2039,NGC2617,128.9116,-4.08836,4261,2012.124,44.4,10,4.5,2880,5654
2040,UGC-4491,128.9521,1.7216900000000002,4102,2006.991,44.9,5,6.1,2723,5493
2041,J0835+3141,128.9651,31.69978,14469,2014.952,53.6,10,5.7,12994,15957
2042,083611+502508,129.0486,50.419,3297,2006.299,33.9,10,3.5,1925,4681
2043,083614+521209,129.062,52.20253,14390,2006.358,34.8,10,3.1,12916,15878
2052,J0836+3327,129.095,33.46083,14810,2012.877,39.2,10,4.1,13332,16301
2054,UGC04496,129.1513,25.13661,8666,2004.06,26.7,20,1.7,8301,11175
2055,08363892-013154,129.1621,-1.53167,9284,2010.916,41.1,10,4.0,7858,10723
2056,083645+395006,129.1888,39.83511,7420,2006.928,36.6,10,3.8,6011,8842
2057,083719-205624,129.3296,-20.94,2545,2008.919,57.6,10,5.5,1180,3922
2058,2MASXIJ0837248+,129.3509,24.88464,8858,2004.06,27.4,20,1.7,8493,11371
2059,UGC4498,129.3608,40.03553,7148,2010.413,32.7,15,2.5,5741,8568
2060,NGC2620,129.3676,24.94697,7838,2004.06,26.7,20,1.7,7475,10334
2061,NGC2619,129.3858,28.70611,3474,2008.221,33.9,5,4.2,2100,4860
2062,083744+461015,129.4338,46.17089,14689,2006.358,34.7,10,3.2,13212,16179
2063,SDSSJ08378+5517,129.4733,55.28336,7500,2016.327,59.5,6,7.6,6178,8834
2064,SDSSJ08380+5406,129.5154,54.11164,9000,2016.329,58.3,6,7.8,7665,10347
2065,NGC2622,129.5454,24.89525,8581,2009.96,33.3,5,4.7,7161,10014
2066,RXSJ08383+2410,129.5883,24.17683,12900,2016.202,38.5,9,4.9,11531,14281
2068,083824+254516,129.6003,25.75467,5455,2007.307,43.2,10,4.3,4063,6859
2069,CGCG089-056NED0,129.6067,19.58556,4628,2010.049,38.9,10,3.8,3244,6024
2070,J0838+0407,129.7004,4.12614,14518,2014.928,56.7,10,9.9,13043,16007
2071,CGCG004-098B,129.7108,1.405,8776,2011.066,29.8,10,2.6,7354,10211
2072,CGCG004-098,129.7145,1.40194,8717,2013.428,50.1,8,5.9,7296,10151
2073,CGCG004-098A,129.7179,1.39919,8707,2011.066,29.7,10,2.7,7286,10141
2075,083904+502645,129.7674,50.44606,14689,2006.358,35.1,10,3.3,13212,16179
2076,NPM1G+48.0114,129.957,48.78375,11800,2016.241,38.4,10,3.7,10441,13172
2077,UGC-4515,130.0395,52.45606,4974,2006.085,51.1,5,6.8,3587,6373
2078,NGC2628,130.0942,23.54056,3622,2008.221,33.9,5,4.4,2247,5009
2079,J0840+1818,130.1064,18.31636,4495,2014.928,65.3,19,4.9,3112,5890
2080,J0840+2451,130.1625,24.85042,13003,2014.928,57.3,20,4.2,11542,14477
2081,NGC2642,130.1849,-4.12172,4342,2006.991,45.7,10,4.4,2961,5736
2082,UGC04526,130.2337,19.35444,4379,2003.294,41.8,20,2.7,2997,5773
2083,SDSSJ08416+5455,130.4079,54.91846999999999,13400,2016.35,36.5,10,3.7,12027,14786
2084,UGC04532,130.4219,18.86008,4622,2004.036,33.1,32,1.7,4265,7064
2085,FGC0781,130.4241,57.65142,2340,2004.06,35.6,20,2.2,1999,4757
2086,SDSSJ08417+0131,130.4312,1.53044,15000,2016.202,36.1,9,4.5,13613,16400
2087,J0842+4039,130.5205,40.65956,8825,2014.952,59.6,10,7.1,7403,10260
2088,NGC2638,130.6073,37.22103,3819,2008.255,38.5,5,5.6,2442,5208
2089,J0842+0319,130.6438,3.3251699999999995,8618,2014.928,65.6,10,7.0,7198,10051
2090,J084239+404907,130.6661,40.81892,8899,2013.422,57.3,10,6.5,7476,10335
2091,084245+292359,130.6893,29.4,8274,2006.925,31,10,3.1,6857,9704
2092,J084245+192534,130.6899,19.42639,9562,2013.094,35.9,10,3.6,8133,11004
2093,NGC2614,130.6998,72.9765,3457,2006.052,56,5,7.2,2084,4842
2094,UGC04548,130.7815,18.22308,6273,2004.036,34.5,28,1.8,5912,8742
2100,NGC2639,130.9088,50.2055,3336,2015.394,57.8,9,6.3,2049,4634
2107,IRAS08417-1351,131.02700000000002,-14.03667,8400,2016.205,37.6,10,4.1,7070,9742
2108,NGC2649,131.0345,34.717220000000005,4244,2008.255,39.1,5,5.1,2863,5637
2109,084408+333056,131.0371,33.51572,7686,2006.928,37.2,10,3.6,6274,9110
2110,J084428+020350,131.1185,2.064,7613,2013.089,55.5,10,5.6,6201,9036
2111,IC2392,131.1283,18.28611,6238,2010.005,33.5,10,3.2,4840,7649
2112,J0844+3254,131.1576,32.90644,9419,2014.93,74.5,10,8.4,7991,10860
2113,VIIZW247,131.1858,69.09111,12135,2013.425,58.6,8,7.2,10682,13601
2114,084454+550411,131.2265,55.06997,7494,2006.299,33.6,10,3.3,6084,8917
2115,J0845+3425,131.3642,34.41922,7677,2014.93,77.6,9,8.7,6265,9101
2116,084537-204753,131.4046,-20.79803,6907,2008.919,55.3,10,5.1,5502,8324
2117,084537+365604,131.4077,36.93464,3925,2006.48,42.7,10,4.4,2547,5315
2118,084631+481809,131.6291,48.3025,8993,2006.183,41.3,10,3.9,7569,10430
2119,084644+533221,131.6853,53.53928000000001,14090,2006.358,35.1,10,3.2,12619,15575
2120,SBS0843+514,131.8151,51.24586,8271,2012.264,49.4,8,6.0,6854,9701
2121,NGC2629,131.8159,72.98564,3650,2006.052,56.3,5,7.8,2275,5037
2122,084727+034008,131.8665,3.66897,8504,2006.874,36.5,10,3.5,7085,9936
2123,084736+534545,131.9031,53.76256,13190,2006.358,35.1,10,3.4,11727,14666
2124,SDSSJ084746.36+,131.9431,1.96789,17799,2014.082,53.6,9,5.4,16293,19319
2125,J0847-0022,131.9488,1.96789,15275,2014.905,47.4,9,16.7,13793,16771
2127,J084759+380411,131.9965,38.06981,7996,2013.085,40.1,10,4.1,6581,9423
2128,NGC2633,132.0191,74.09881,2160,2006.077,68.6,5,9.4,798,3534
2130,J0848+1742,132.0192,17.70231,4684,2014.928,65.9,10,6.9,3300,6081
2131,084805+542616,132.024,54.43781,14090,2006.358,35.1,10,3.2,12619,15575
2132,084809+173641,132.0382,17.61136,6171,2008.092,31.3,10,2.9,4773,7581
2133,MCG+00-23-002,132.0779,-3.01972,3899,2006.991,45.9,5,6.4,2522,5289
2134,J084830+190237,132.1257,19.04392,4321,2013.094,36.5,10,3.6,2939,5714
2135,0848479+1127169,132.1996,11.45469,9132,2011.066,28.8,10,2.5,7707,10570
2136,084903.5+462914,132.2646,46.48717,12156,2013.052,42.7,8,5.0,10703,13622
2137,CGCG120-039,132.3086,23.38031,7684,2016.358,42.3,20,2.9,6360,9020
2141,NGC2650,132.4931,70.2995,3826,2006.077,70.5,5,9.3,2449,5215
2142,085001-194423,132.5075,-19.73972,4685,2009.127,30.7,10,3.0,3301,6082
2143,J085011+350435,132.5493,35.07642,2299,2013.085,41.2,20,3.1,936,3674
2144,NGC2646,132.5919,73.46306,3680,2006.052,56.5,5,8.5,2305,5068
2145,J085023+255714,132.5983,25.95406,8295,2013.094,34.7,9,3.8,6878,9725
2146,085032+554410,132.6335,55.73611,13790,2006.358,35.5,10,3.2,12322,15272
2147,085036+572134,132.654,57.35969,7794,2006.183,40.5,10,3.7,6381,9220
2148,J085038+301031,132.6617,30.17533,7994,2013.419,52.9,10,5.6,6579,9422
2149,085043.1+012102,132.6795,1.35061,12781,2013.033,40,10,3.9,11322,14253
2150,085052+011500,132.7203,1.25017,10492,2006.189,38.2,10,3.4,9054,11943
2151,J085056+362007,132.736,36.33539,7499,2013.085,39.3,10,3.8,6089,8922
2152,J085112+010342,132.8035,1.0618299999999998,7991,2013.089,56.1,9,6.7,6576,9418
2153,085135.8+393523,132.8992,39.58975,12306,2013.052,41.6,8,4.5,10852,13774
2154,UGC04628,132.9192,51.11858,790,2004.06,32.5,20,2.1,451,3180
2155,085149+424717,132.9566,42.78822,7406,2006.928,36.8,10,3.8,5997,8828
2157,UGC4633,133.0597,52.89,5777,2012.264,54,6,7.8,4383,7184
2158,NGC2683,133.1723,33.42181,411,2005.832,45,36,2.2,68,2790
2159,J085241+404104,133.1736,40.68447000000001,8626,2013.422,56.8,9,6.0,7205,10059
2160,CGCG331-070,133.2183,72.92661,3784,2010.2,31.5,10,2.9,2408,5173
2161,SDSSJ08529+5225,133.2258,52.42111,11700,2016.335,50.8,10,5.3,10342,13071
2162,085254+030908,133.2292,3.15231,10352,2006.874,36.9,10,3.3,8916,11801
2163,J085257+091901,133.2378,9.31717,8807,2013.092,40.1,15,3.4,7385,10242
2164,085309.6+021447,133.2898,2.24642,10571,2012.243,41.7,10,4.3,9133,12023
2165,NGC2681,133.3862,51.31361,692,2012.264,49.6,4,8.3,-656,2052
2166,085337+004409,133.406,51.31361,12291,2006.189,37.2,10,3.3,10837,13759
2167,IC-520,133.4261,73.49096999999998,3528,2006.049,56.9,5,7.7,2154,4914
2168,085419+542728,133.5827,54.45778000000001,7494,2006.302,33.5,10,3.3,6084,8917
2169,IC-2421,133.59,32.68083,4383,2008.255,38.3,5,5.0,3001,5777
2170,2MASXJ08543600+,133.65,1.43497,15366,2014.082,54.6,8,6.0,13883,16863
2171,085442-215358,133.6783,-21.89944,7114,2008.919,56.3,10,5.5,5707,8533
2172,NGC2691,133.69299999999998,39.53869,3981,2008.255,37.8,5,5.0,2603,5371
2173,085449+574012,133.7049,57.67017,4197,2006.302,33.1,10,3.4,2817,5589
2174,J085509+201541,133.7915,20.26161,9556,2013.094,35.6,10,3.7,8127,10998
2175,08551254+642345,133.8022,64.39603000000001,10868,2010.916,37.3,10,14.3,9427,12322
2176,085531+223121,133.8799,22.52253,11099,2008.094,33.9,10,2.9,9656,12555
2177,NGC2685,133.8946,58.73447,883,2013.052,47.5,10,5.2,-466,2245
2178,NGC2655,133.9072,78.22306,1404,2006.049,55,5,7.4,49,2771
2180,J0855+0047,133.9487,78.2235,12528,2014.928,68,10,7.1,11072,13998
2181,J0855+1333,133.9707,13.563,4203,2014.93,76.9,11,52.6,2823,5595
2182,085607+524621,134.0318,52.77258000000001,10792,2006.189,36.7,10,3.4,9352,12246
2183,085618-002629,134.0779,52.77258000000001,3807,2008.919,47.5,10,4.5,2431,5196
2185,085625-244631,134.1067,-24.77528,9749,2009.127,32.4,10,3.2,8318,11193
2186,085627-251218,134.1138,-25.20503,7470,2009.127,32.3,10,3.1,6060,8893
2187,085632+212241,134.1334,21.378,7740,2008.094,35.8,10,3.4,6328,9165
2188,2MASXJ08563650+,134.1522,21.378,15683,2014.082,55.1,8,6.6,14197,17183
2189,J085710+424523,134.2932,42.75642,8432,2013.422,57.1,10,6.2,7013,9864
2190,NGC2713,134.3354,2.92131,3922,2006.991,44,5,5.9,2545,5312
2191,0857351+1713030,134.3963,17.21753,6120,2011.103,35.9,10,3.3,4723,7530
2192,NGC2716,134.3995,3.09022,3537,2006.991,44.4,5,5.6,2163,4923
2193,2MASXJ08574295+,134.4288,2.36158,16112,2014.082,51.1,10,5.8,14622,17616
2194,085809-152210,134.5396,-15.36944,11512,2008.919,48.8,10,4.2,10065,12972
2195,0858146+1436189,134.5612,14.60494,12068,2011.066,28.3,10,2.5,10616,13533
2196,J085826+032338,134.6092,3.394,7150,2013.089,55.4,8,6.5,5743,8570
2197,085827+503243,134.6142,50.54531,14989,2008.28,34.9,10,3.2,13509,16482
2198,J0858+0001,134.6192,50.54531,8564,2014.928,72.9,10,7.7,7144,9997
2199,085837+515242,134.6554,51.87847,3897,2006.302,32.2,10,3.2,2520,5287
2200,NGC2718,134.7109,6.29336,3843,2008.286,40.1,5,5.3,2466,5232
2201,085856-045407,134.7355,-4.90194,3708,2008.919,48.8,10,4.7,2332,5096
2202,SDSSJ08590+0137,134.765,1.62828,10086,2016.202,38.1,8,4.2,8742,11442
2203,NGC2701,134.774,53.77169,2326,2006.085,53.4,5,7.0,963,3701
2204,085923-073747,134.8496,-7.629689999999999,5402,2009.146,46.6,10,4.5,4011,6805
2205,NGC2712,134.877,44.91397,1818,2006.085,50.3,5,6.2,460,3189
2206,J090015+401748,135.065,40.29678,8672,2013.085,39.9,10,4.1,7251,10105
2207,J0900+1717,135.0819,17.293689999999998,8643,2014.952,61.1,9,6.9,7223,10076
2208,0900269+1728599,135.1121,17.48333,14674,2011.103,33.3,10,3.0,13197,16164
2209,J090037+375630,135.1579,37.94189,9161,2013.085,39.9,9,4.1,7736,10599
2210,090040-002912,135.1675,37.94189,11991,2006.189,37,10,3.3,10539,13456
2211,090046+501404,135.1933,50.23461,12291,2006.189,36.2,10,3.1,10837,13759
2212,J0901+3752,135.2919,37.88,8525,2014.952,61.3,10,6.6,7106,9957
2213,090116-195339,135.3192,-19.894170000000006,11059,2008.919,51.9,10,4.8,9616,12515
2214,090131+491931,135.38,49.3255,8198,2006.928,35.5,10,3.1,6782,9627
2215,MRK18,135.4934,60.15164,3324,2008.189,42.7,10,3.8,1952,4708
2216,SDSSJ090214.30+,135.5595,1.11747,15831,2014.082,56.2,10,5.6,14344,17332
2217,0902144+1430306,135.5599,14.50839,8963,2011.066,28.9,10,2.6,7540,10399
2218,090221.2+033657,135.5883,3.61572,7171,2012.243,40.4,10,4.2,5764,8591
2219,J0902+1410,135.5949,14.18033,8824,2014.93,69.3,9,8.7,7402,10259
2220,J0902+0323,135.6224,3.385,8132,2014.928,68.2,9,7.6,6716,9561
2221,J0902+1426,135.6489,14.437,8770,2014.93,69.9,9,8.0,7348,10205
2222,09024143+130628,135.6726,13.10781,5010,2010.916,40,10,3.5,3623,6410
2223,J090243+250531,135.6814,25.092,6008,2013.085,44.4,8,5.0,4611,7416
2224,090259+512848,135.7488,51.48017,13790,2006.358,35.4,10,3.0,12322,15272
2225,SDSSJ09036+4639,135.9075,46.66442,11700,2016.241,38.5,10,3.7,10342,13071
2226,J090400+215803,136.0019,21.96761,3102,2013.085,47.4,9,5.4,1732,4484
2227,J090406+171916,136.026,17.32125,8650,2013.085,47.5,8,5.7,7230,10084
2228,090421+412854,136.0896,41.48172,7337,2006.928,36.6,10,3.6,5929,8758
2229,IC2431,136.1471,14.59419,14951,2013.428,47.8,8,5.8,13472,16444
2230,2MASXJ09043699+,136.154,55.60075,11135,2008.189,39.1,10,3.8,9691,12592
2231,J0905+2815,136.3029,28.25961,8075,2014.952,61.2,9,6.8,6660,9503
2232,J090530+032822,136.3755,3.47297,8448,2013.103,43.8,10,4.4,7030,9880
2234,J0905+3747,136.4474,37.79397,14293,2014.952,55.8,10,6.1,12820,15779
2235,NGC2750,136.4504,25.43592,2674,2008.221,34.2,5,4.4,1308,4052
2236,090554+182812,136.4764,18.46992,8916,2008.092,30,10,2.6,7493,10352
2237,J0905+4710,136.4771,47.17942,8154,2014.952,62,17,4.8,6738,9583
2238,090613+561015,136.5573,56.17089,14090,2006.189,36.7,10,3.1,12619,15575
2239,090651+373834,136.7141,37.64289,8488,2006.928,35.6,10,3.3,7069,9920
2240,J090730+182605,136.8785,18.43478,8733,2013.085,48.1,8,5.9,7311,10167
2241,NGC2765,136.9025,3.39281,3827,2008.286,40.5,5,5.3,2450,5216
2242,J0907+3528,136.9044,35.47458,8283,2014.93,83,8,9.5,6866,9713
2243,090738-132544,136.9117,-13.42886,9113,2009.163,37.8,10,3.6,7688,10551
2244,2MASXJ09074690+,136.9455,-13.42886,16019,2014.082,56.8,9,5.8,14530,17522
2245,090753+523434,136.9722,52.57614,11392,2006.189,36.4,10,3.3,9946,12851
2246,J090758+414232,136.993,41.70892,7533,2013.105,35.5,10,4.0,6123,8956
2248,090801+220453,137.0058,22.08139,10308,2008.094,34.7,10,3.1,8872,11757
2249,090811-014808,137.0492,-1.80222,11937,2009.146,41.9,10,3.7,10486,13401
2250,SDSSJ09086+3235,137.1599,32.593,4300,2016.202,36.4,10,3.6,3005,5606
2251,090847+373005,137.1985,37.50156,6819,2006.928,37.2,10,3.7,5415,8235
2252,NGC2756,137.254,53.8495,4019,2006.085,52.2,5,7.4,2641,5410
2253,SDSSJ09090+1330,137.26,13.50536,15000,2016.202,33.6,9,3.5,13613,16400
2254,MRK1225,137.3438,15.79611,3808,2010.005,37.4,10,3.4,2432,5197
2255,J090932+501654,137.3872,50.28186,5011,2013.089,58.8,8,6.9,3624,6411
2256,NGC2770,137.3905,33.12356,1951,2008.255,39.2,5,4.9,591,3323
2257,090937+192808,137.406,19.46894,8343,2008.092,30.3,10,2.9,6925,9774
2258,090952-003016,137.4683,19.46894,14390,2006.189,37.3,10,3.2,12916,15878
2259,J0909+6214,137.49200000000002,62.24742,7872,2015.044,46.7,10,4.9,6459,9298
2260,SDSSJ09101+5154,137.5275,51.91225,10800,2016.335,51,10,5.5,9449,12163
2261,J091014+461735,137.5623,46.29325,8020,2013.089,55.3,10,5.9,6605,9448
2262,091021+520803,137.5877,52.13425,11392,2006.189,36.3,10,3.2,9946,12851
2263,NGC2769,137.634,50.43328,4820,2006.085,51.4,5,7.0,3434,6218
2264,091047+193636,137.6937,19.61,8913,2008.092,30,10,2.6,7490,10349
2265,SDSSJ09110+5712,137.7554,57.213,13700,2016.35,36.7,10,3.7,12324,15088
2266,SDSSJ09110+5500,137.7596,55.00642,13300,2016.35,36.5,10,3.3,11928,14685
2267,NGC2781,137.8647,-14.81683,2053,2016.277,64.5,9,6.7,777,3340
2271,091129+452805,137.8749,45.46833,8038,2006.928,36.1,10,3.4,6623,9466
2272,NGC2768,137.9073,60.03742,1350,2003.269,37.2,30,2.0,-3,2716
2273,SDSSJ09117+5523,137.9379,55.39608000000001,14100,2016.35,36.6,10,3.6,12721,15492
2274,B2_0908+37,137.9716,37.40361,31178,2004.146,24.7,40,1.0,29543,32829
