MPA_index,is_maser,z,v_disp,kcor_mag_rband,D4000,H_alpha_flux,OIII_5007_flux,HaHb,O3Hb,N2Ha,S2Ha,O1Ha,maser_lum,maser_morphology,Classify1,Classify2,Classify3,Optical_class
755340,1,0.01839796453714371,174.9538116455078,16.831720352172848,1.675657033920288,1257.7462158203125,181.04214477539062,1.20955247940371,0.3677391460550538,0.1507384278758775,-0.1225084850822948,-0.8106771274306606,0.0,0,HII,LINER,Seyfert,Ambiguous
543088,1,0.0357234887778759,110.6328125,16.26420021057129,1.6038310527801514,789.4133911132812,1091.97314453125,0.6026822415360321,0.7435897099829385,-0.05800508592116831,-0.2396789732931466,-0.9858044542649796,92.0,0,AGN,Seyfert,Seyfert,Seyfert
633760,1,0.023065950721502304,125.4851303100586,15.78963851928711,1.7645736932754517,1166.0640869140625,3791.92041015625,0.5006051106489802,1.0127419039478245,-0.039143143539267095,-0.17315422409012204,-0.7789366424395355,0.0,0,AGN,Seyfert,Seyfert,Seyfert
744962,1,0.029790738597512245,850.0,15.935062408447266,1.2967716455459597,5143.48681640625,9958.162109375,0.6718580365818101,0.9587795974738498,-0.3308659125510073,-0.6133068773357829,-1.1977609815687067,30.0,0,AGN,Seyfert,Seyfert,Seyfert
576550,1,0.03675408661365509,117.6288833618164,16.630165100097653,1.791961431503296,729.6353149414062,805.8047485351562,0.6917596296476006,0.7348836059314892,-0.04821369244447525,-0.34441014876590403,-1.1561454718206987,192.0,0,AGN,Seyfert,Seyfert,Seyfert
927508,1,0.015143364667892456,97.03253173828124,16.084239959716793,0.0,547.5711059570311,503.1131896972656,0.6090748561609061,0.5723000358053597,-0.14329640510272548,-0.25873276751808066,-1.1596055956547004,0.0,0,AGN,Seyfert,Seyfert,Seyfert
726521,1,0.034781821072101586,203.9415435791016,15.737035751342773,2.00545334815979,412.2070617675781,298.7370910644531,0.5034737409906125,0.3636474610849147,0.11219584057821988,0.07680948138081824,-0.4194799571023112,550.0,0,HII,LINER,HII,Ambiguous
323769,1,0.026441995054483414,128.16294860839844,16.11712646484375,1.8843146562576292,480.8480224609375,930.4661865234376,0.6840514386504748,0.9707441996828696,0.00208415653347629,-0.2537782477043492,-0.9093420169448552,149.0,0,AGN,Seyfert,Seyfert,Seyfert
715998,1,0.02563522569835186,111.05242919921876,15.949544906616213,1.6114051342010498,1647.0853271484375,344.6832580566406,0.7182925879548047,0.03899667898841173,-0.16561027826512306,-0.34254400189946443,-1.175058481943858,154.0,0,Composite,HII,HII,HII
750747,1,0.03217502310872078,139.43563842773438,16.502853393554688,1.9895440340042116,559.18115234375,560.7019653320311,0.6101905501386528,0.6113701037624388,0.1625637774297395,-0.0633259780280527,-0.7831010472985838,0.0,0,HII,LINER,Seyfert,Ambiguous
305072,1,0.02782682329416275,187.4508209228516,15.766332626342773,1.7846838235855105,1303.8953857421875,585.820068359375,0.7987810487281664,0.4513025454585695,-0.1011532044354334,-0.4208999968301031,-1.3565142460602302,1060.0,4,AGN,Seyfert,Seyfert,Seyfert
496540,1,0.002347390167415142,86.13992309570312,14.994277954101562,0.0,1650.3133544921875,869.8338623046875,0.7493566905761209,0.4712265871193799,-0.1004934215511871,-0.4573691163732244,-1.1408224311976365,0.0,0,AGN,Seyfert,Seyfert,Seyfert
56706,1,0.04762325435876846,140.95126342773438,17.641468048095703,1.5747524499893188,295.4356689453125,55.8636474609375,0.9855030552168728,0.2621694155737838,0.19285721312950446,0.14013546172086833,-0.43781636985057387,527.0,0,HII,LINER,HII,Ambiguous
67624,1,0.037334121763706214,56.4149055480957,17.253616333007812,1.5322238206863403,668.1985473632812,915.225341796875,0.5970014128245524,0.7336239225135391,-0.2811199524058847,-0.3548410826209021,-0.9571490286332592,74.0,0,AGN,Seyfert,Seyfert,Seyfert
70952,1,0.02881295792758465,95.97828674316406,16.9603271484375,1.5663942098617554,1533.1990966796875,1756.6663818359375,0.6991282952068734,0.7582190305744787,-0.43105584502375455,-0.2801288027802332,-1.0728635215364153,4.0,0,AGN,Seyfert,Seyfert,Seyfert
104167,1,0.050844136625528336,149.04397583007812,16.877632141113278,1.5605971813201904,2070.44384765625,467.4974670410156,0.9305655433963348,0.28428134901829466,-0.2319335147645091,-0.3310814046286812,-1.1112954829655939,2210.0,0,Composite,Seyfert,Seyfert,Ambiguous
147670,1,0.028160812333226207,110.18030548095705,17.388996124267578,1.7990307807922363,275.2924194335937,21.316120147705078,0.9500004344985602,-0.1610856586819079,-0.3995980879410618,-0.463946591959956,-1.4855376614669455,132.0,0,HII,HII,HII,HII
794064,1,0.036323919892311096,73.6753921508789,17.044258117675778,1.456701159477234,659.60400390625,1077.892578125,0.6100845480029202,0.8233767463640999,-0.27148098265375553,-0.16992395355508416,-0.9071288140317252,143.0,0,AGN,Seyfert,Seyfert,Seyfert
3155,1,0.0559447705745697,105.40560150146484,17.2318115234375,1.979574203491211,99.1004638671875,41.314308166503906,0.6266140208477465,0.24663881814721245,-0.026983322082986892,-0.32759135378180665,-1.170248545627893,65.0,0,AGN,Seyfert,Seyfert,Seyfert
539148,1,0.044832173734903336,116.83087158203124,17.37697982788086,1.9640097618103027,315.44073486328125,153.437255859375,0.7998978082226433,0.4869108551855616,-0.01755458879111433,-0.3699954030518437,-1.2784558267021884,1135.0,0,AGN,Seyfert,Seyfert,Seyfert
6105,1,0.02864285372197628,96.6297836303711,17.146173477172848,1.458034873008728,600.0198364257812,205.32339477539062,0.7418023719568756,0.27607519991182833,-0.22625581180441426,-0.29542296741266355,-1.0954651651979106,26.0,0,Composite,Seyfert,Seyfert,Ambiguous
768246,1,0.037892378866672516,148.9818115234375,16.411142349243164,1.9020581245422363,333.12518310546875,371.7108459472656,0.6776005058948851,0.7251982741315427,0.06980260851407383,-0.20115896793006696,-0.9607336078733116,36.0,0,HII,Seyfert,Seyfert,Ambiguous
724491,1,0.03407072648406029,104.5656280517578,16.018535614013672,1.7876330614089966,260.24850463867193,400.9982604980469,0.6460465090775109,0.8338007549851794,0.22052483775804085,-0.07102760500676422,-0.7770168371202605,520.0,0,HII,Seyfert,Seyfert,Ambiguous
360776,1,0.029177729040384293,147.42420959472656,15.774662017822266,1.812034010887146,1383.2830810546875,2674.840087890625,0.5989571492479413,0.8853439074934588,0.01420626043412112,-0.032213669907046334,-0.6963921630471643,379.0,4,AGN,Seyfert,Seyfert,Seyfert
632729,1,0.03923874348402023,127.1512222290039,17.205787658691403,1.743885517120361,826.1468505859375,285.8824768066406,0.7838412277475235,0.3229715122054553,-0.1691329569354773,-0.4585513248927339,-1.3601702824733235,86.0,0,AGN,HII,HII,Ambiguous
638492,1,0.03919914737343788,133.15176391601562,17.006179809570312,1.4013062715530396,2359.846923828125,494.10736083984375,0.7928653616350831,0.11380285285823367,-0.3833495584113447,-0.4647081420724993,-1.168171816940574,0.0,0,Composite,HII,Seyfert,Ambiguous
249166,1,0.03715885803103447,106.55004119873048,16.765777587890625,1.6961526870727541,145.10733032226562,203.30638122558597,0.7023456304429566,0.8488072885463097,0.18214774418623444,-0.02096770214298377,-0.8866609506542431,44.0,0,HII,Seyfert,Seyfert,Ambiguous
848288,1,0.01631065271794796,85.62554168701172,16.22782325744629,0.0,203.14015197753903,474.84954833984375,0.5778613425594091,0.9466215987841321,0.08152267413835923,-0.10377323609004932,-0.8569307321795121,0.0,0,HII,Seyfert,Seyfert,Ambiguous
40103,1,0.027257714420557026,125.88912963867188,16.44976806640625,2.1063156127929688,175.26507568359375,165.5104217529297,0.7323120237490817,0.7074419843703241,-0.013633368350949858,-0.1960992211783378,-1.0688392397050808,6.0,0,AGN,Seyfert,Seyfert,Seyfert
385598,1,0.030457934364676482,141.58351135253906,15.607505798339846,1.6256587505340576,3147.373046875,3595.248779296875,0.6403223300729186,0.6981030562336801,-0.16995990645029868,-0.2934678898693305,-0.9671243707740196,0.0,0,AGN,Seyfert,Seyfert,Seyfert
179634,1,0.034311622381210334,121.8242416381836,16.249456405639652,1.6145386695861816,2294.58740234375,5946.767578125,0.5791982067050047,0.9927745667782104,0.0300349511803377,-0.17031775809655886,-0.9035774342881778,672.0,0,AGN,Seyfert,Seyfert,Seyfert
664901,1,0.0007008419488556683,24.17318153381348,14.573894500732422,0.0,33024.2578125,780.184814453125,1.1662431168043932,-0.4603924563195831,-0.2728187375176099,-0.6657907982342854,-1.984500181293025,200.0,1,Composite,HII,HII,HII
117136,1,0.0316411666572094,129.00349426269528,17.489940643310547,1.884386658668518,230.06349182128903,136.890625,0.7058481211076407,0.4803741203864961,-0.2096820226221384,-0.328942609465457,-1.0611704422087191,34.0,0,AGN,Seyfert,Seyfert,Seyfert
72899,1,0.0136426305398345,153.65206909179688,15.494850158691404,0.0,1410.79248046875,2329.06103515625,0.7373957607595025,0.9551134943142204,-0.3028552589703326,-0.2542623497556696,-0.9848676073570322,112.0,5,AGN,Seyfert,Seyfert,Seyfert
72391,1,0.0136253098025918,144.0130615234375,15.520322799682615,0.0,1474.5369873046875,2339.991943359375,0.7674174909332039,0.9679761821882436,-0.3023396977096441,-0.25990942163237474,-1.0141979009598177,112.0,5,AGN,Seyfert,Seyfert,Seyfert
137290,1,0.015466517768800259,165.9403533935547,15.440607070922852,0.0,2038.790283203125,3305.85546875,0.6880471481829702,0.8979584554867343,0.11900413906181025,-0.20413748816208435,-0.9728026225529788,14.0,0,HII,Seyfert,Seyfert,Ambiguous
394724,1,0.008841418661177158,91.69847869873048,16.97225570678711,0.0,812.1914672851562,84.19242858886719,1.160702365362776,0.17631698001740562,-0.050861186889163114,-0.3185496900417598,-1.17822452361687,0.0,0,AGN,Seyfert,Seyfert,Seyfert
190581,1,0.018978269770741463,109.3879623413086,15.90898323059082,1.456218957901001,4173.033203125,6431.31884765625,0.6967805315877424,0.8846287326380581,-0.15823679904135982,-0.3890365587963323,-1.1079172161548392,74.0,0,AGN,Seyfert,Seyfert,Seyfert
486361,1,0.022886315360665318,155.23751831054688,16.469982147216793,2.0968177318573002,422.7713623046875,358.52838134765625,0.8236988919459541,0.7521168709705984,0.17367150681598234,-0.07118815295432092,-0.8611074566350541,46.0,0,HII,Seyfert,Seyfert,Ambiguous
239818,1,0.003368058707565069,43.3488655090332,16.658889770507812,0.0,298.9488830566406,49.50143432617188,0.5143906679478273,-0.2665884841925177,-0.4856898369573053,-0.2626339752802113,-1.4217141165121137,0.7,0,HII,HII,HII,HII
918114,1,0.0033772210590541363,49.01306915283203,16.851444244384766,0.0,287.69775390625,58.01218032836914,0.4377950456766303,-0.2576222373459339,-0.486316111656921,-0.2321738759995416,-1.2192511473001575,0.7,0,HII,HII,HII,HII
491718,1,0.007762910332530738,60.900779724121094,16.965938568115234,0.0,350.5752868652344,72.3655776977539,0.6082458809552294,-0.07700338367180773,-0.3225579905475192,-0.4108832775251758,-1.457016367743166,3.0,0,Composite,HII,HII,HII
346602,1,0.008550107479095459,97.67394256591795,15.064496994018555,0.0,16598.6328125,2749.289794921875,0.7054897423289995,-0.0753620554247515,-0.3573578214633151,-0.5741856885654257,-1.5716951518884952,12.0,0,Composite,HII,HII,HII
347244,1,0.008177738636732101,111.80270385742188,14.593378067016602,0.0,164078.140625,6863.94482421875,1.2938671820663266,-0.08460976000595799,-0.9979168052584538,-1.2466879828515731,-2.3091284852924314,12.0,0,HII,HII,HII,HII
776383,1,0.01268930360674858,85.18013000488281,16.800273895263672,0.0,1767.2919921875,262.02914428710943,0.5537236859945148,-0.2752350250567013,-0.3600578704498482,-0.5918892351535426,-1.7430660906916071,9.0,0,HII,HII,HII,HII
270630,1,0.0072614261880517015,284.284423828125,15.106624603271484,0.0,149.38922119140625,21.992137908935547,0.1206055215309816,-0.7114462914076596,-0.2736871014050645,,,40.0,0,HII,,,Ambiguous
865875,1,0.0030030615162104373,92.26702880859376,15.369468688964846,0.0,1010.3770751953124,295.3255920410156,1.120758643816263,0.5865762432883052,0.15838544856147635,-0.016156785829947833,-0.7558997822509655,1.0,0,HII,LINER,Seyfert,Ambiguous
614934,1,0.0010267928009852767,17.268035888671875,18.193674087524414,0.0,863.5460815429688,298.64385986328125,0.5838247629497973,0.12269283515716775,-0.6223170413624924,-0.5519367750445536,-1.7273640284456038,0.06,0,HII,HII,HII,HII
701505,1,0.023397244513034817,174.44012451171875,16.456218719482422,1.3086974620819092,6173.63818359375,2379.38134765625,0.8215001929388334,0.4074230723628185,-0.1447602329778604,-0.4106982290130257,-1.1306406052741078,200.0,0,AGN,Seyfert,Seyfert,Seyfert
423461,1,0.02778350934386253,186.62039184570312,16.062593460083008,1.3295435905456543,7160.9208984375,4901.81396484375,0.7069637228906634,0.5423516712283567,-0.27957263313663033,-0.4458831191038132,-1.3278879512679829,32.0,0,AGN,Seyfert,Seyfert,Seyfert
731839,1,0.007898991927504541,89.80472564697266,15.422025680541992,0.0,2661.470458984375,4433.455078125,0.6698528841212872,0.891473546386172,-0.18309329104898087,-0.3325383379925346,-0.7864805667451951,32.0,0,AGN,Seyfert,Seyfert,Seyfert
645265,1,0.0275436919182539,161.2923583984375,15.841833114624025,1.29599928855896,5668.07177734375,5858.98388671875,0.6610989858963386,0.6754859482392294,-0.19379267118117446,-0.5678161441865586,-1.3389296898828538,2277.0,5,AGN,Seyfert,Seyfert,Seyfert
579269,1,0.0338398702442646,148.75396728515625,16.535430908203125,1.7638567686080933,2180.94384765625,5383.3486328125,0.5482612929650115,0.9406693151535768,-0.10627569926673253,-0.2860320436368313,-1.257160490972531,2100.0,5,AGN,Seyfert,Seyfert,Seyfert
375026,1,0.022509420290589333,158.6873016357422,15.500932693481445,1.5974065065383911,5375.5234375,798.7474975585938,0.9243057747543784,0.09629452555604608,-0.06412865210494154,-0.5266324594760681,-1.3132141690659789,468.0,0,AGN,HII,HII,Ambiguous
292716,1,0.033931948244571686,146.8728485107422,16.262527465820312,1.4532190561294556,2560.909912109375,570.8970336914062,0.7086625906349555,0.05682607601679755,-0.10071961768139466,-0.4551400002265366,-1.1509253083953028,280.0,0,Composite,HII,Seyfert,Ambiguous
111495,1,0.03938571363687515,188.66815185546875,16.505762100219727,1.5922458171844482,1990.7286376953125,226.8897705078125,1.0688595400703331,0.125662391856716,0.0787839831724938,-0.4342812675609379,-1.1772903515587831,1900.0,0,HII,HII,Seyfert,Ambiguous
804311,1,0.021008223295211792,167.5430908203125,15.781631469726562,0.0,624.7766723632812,621.9990234375,0.7920465770149807,0.7901114741716917,0.13477386633192145,-0.011424300741093504,-0.7393949197064162,237.0,0,HII,Seyfert,Seyfert,Ambiguous
541163,1,0.036033973097801215,160.51170349121094,16.15689468383789,2.0105531215667725,343.5986328125,451.95166015625,0.616741578051707,0.7357821369856209,0.3451531800428652,0.049866174063382215,-0.5301092838253628,770.0,5,HII,LINER,HII,Ambiguous
612879,1,0.02432828582823276,177.37896728515625,15.67127799987793,1.8206605911254885,1403.5306396484375,728.6009521484375,0.7704806382290382,0.485748474778638,-0.01681489708091208,-0.4211878488472636,-1.2613582027552683,22.0,0,AGN,Seyfert,Seyfert,Seyfert
466745,1,0.018709411844611168,88.77489471435547,16.941125869750973,1.6283799409866333,1231.535400390625,43.95581817626953,0.8233422330221881,-0.6240882988419979,-0.37755356469501705,-0.588835893899152,-1.6143679113629517,17.0,0,HII,HII,HII,HII
572849,1,0.03622078150510788,176.6899871826172,15.5382080078125,1.6345170736312866,2634.079345703125,1554.1201171875,0.8144235604284372,0.5852792896345297,-0.021662298888592675,-0.41130297672735017,-1.1089428815889777,444.0,4,AGN,Seyfert,Seyfert,Seyfert
756638,1,0.0344090573489666,200.2882537841797,15.406158447265625,1.7048801183700562,1517.3131103515625,841.4068603515625,0.7896597906971506,0.5335906290195432,0.10483196301453283,-0.2935386238061403,-1.2162912637081154,30.0,0,HII,Seyfert,Seyfert,Ambiguous
186835,0,0.029573436826467518,153.70518493652344,15.437862396240234,1.867542624473572,302.03631591796875,114.90524291992188,0.7189486996319877,0.2992293805199245,0.2948330618153632,0.04393411069325446,-0.8263898252348825,0.0,0,HII,LINER,LINER,Ambiguous
229278,0,0.018173569813370705,48.21099472045898,17.308549880981445,1.5782841444015503,354.5379333496094,575.2672729492188,0.6398414597411936,0.8500484185757923,-0.024074882710402958,-0.2653403927451223,-1.2021966046492605,0.0,0,AGN,Seyfert,Seyfert,Seyfert
229865,0,0.04143008589744568,120.8538589477539,15.91155242919922,1.6654891967773438,1432.8446044921875,1454.11328125,0.7049237136511087,0.7113228621214062,-0.12647254083255194,-0.5038075765023866,-1.0487073679958407,0.0,0,AGN,Seyfert,Seyfert,Seyfert
229767,0,0.006703530438244343,40.99501419067383,17.155967712402347,0.0,1438.9512939453125,704.2859497070312,0.5651329450409198,0.2548358754197252,-0.793020889697103,-0.4985108196850714,-1.5452503981392338,0.0,0,HII,HII,HII,HII
230056,0,0.03917001187801361,115.43955993652344,18.012243270874023,1.4235266447067259,721.9954223632812,25.72306060791016,0.8202987100337108,-0.6279130930022889,-0.25658592992646306,-0.6153268957548287,-1.65811426727926,0.0,0,Composite,HII,HII,HII
57627,0,0.043853867799043655,56.05927276611328,17.863492965698242,1.9464317560195925,66.78530120849611,23.45079803466797,0.5928004539490297,0.13827719134176192,-0.27801322842967746,-0.24159675622793605,-1.1570620660355502,0.0,0,Composite,LINER,Seyfert,Ambiguous
187827,0,0.026894990354776386,40.0513916015625,17.552947998046875,1.1984357833862305,1891.2371826171875,85.51795959472656,0.5903972034233799,-0.7542914639681827,-0.4584733765460101,-0.6907058178603651,-1.920242864009244,0.0,0,HII,HII,HII,HII
188453,0,0.027449386194348332,74.42728424072266,17.703723907470703,1.1349077224731443,529.4723510742189,46.84931182861328,0.5649778622780585,-0.4881622080965701,-0.5233660528522981,-0.6288516574804011,-1.8265462399795684,0.0,0,HII,HII,HII,HII
188452,0,0.027102023363113403,141.38705444335938,16.182308197021484,1.0629479885101318,11225.9384765625,790.0264892578125,0.8429272155631966,-0.3096537889414493,-0.3227173408536417,-0.5479736728830145,-1.583493476061623,0.0,0,Composite,HII,HII,HII
230213,0,0.01760021038353443,84.36038208007812,16.59128761291504,1.4548379182815552,767.9719848632812,133.5135498046875,0.5860502616574024,-0.17376977296750773,-0.3000761619586841,-0.30537006434181546,-1.3570644336520201,0.0,0,Composite,HII,HII,HII
188955,0,0.04964660853147507,139.76203918457028,16.463211059570312,1.2009007930755615,9118.09375,2431.310302734375,0.6469086886844241,0.07284502590729025,-0.351693975370104,-0.8547247423166926,-1.8120063415290768,0.0,0,Composite,HII,HII,HII
188834,0,0.011767366901040077,88.07183074951172,16.177658081054688,0.0,754.7672119140625,337.18603515625,0.6618414591312093,0.3118980132084962,-0.17068085539882316,-0.29885546087129833,-1.3144822643704206,0.0,0,AGN,Seyfert,HII,Ambiguous
189005,0,0.0198715515434742,91.89425659179688,16.01833724975586,1.7149146795272827,338.5541687011719,560.0065307617189,0.6001110963984496,0.8186760224080368,0.07426391290854452,-0.33665635067616523,-1.0988130549931296,0.0,0,HII,Seyfert,Seyfert,Ambiguous
79454,0,0.04183544591069222,95.21038055419922,16.893709182739258,1.9266653060913088,293.0640563964844,72.63362121582031,0.6106712558469906,0.0048463961697971175,-0.22263925820389674,-0.5894574997998897,-1.5890869696338286,0.0,0,Composite,HII,HII,HII
80350,0,0.041848823428153985,101.2437744140625,16.945209503173828,1.6695510149002075,341.1287536621094,66.63885498046875,0.6053607622711729,-0.103830039043625,-0.246998755366826,-0.6115667738399643,-1.318173852561061,0.0,0,Composite,HII,HII,HII
79926,0,0.0418732687830925,96.18868255615234,16.987150192260742,1.7348709106445312,311.6003112792969,73.76778411865234,0.6100319188707594,-0.015699225923245363,-0.22481881819888969,-0.6493947086891717,-1.2310374645494395,0.0,0,Composite,HII,HII,HII
189083,0,0.01245049014687538,158.87539672851562,15.499347686767578,0.0,261.49014282226557,113.88743591308594,0.6155866551341599,0.254607148121542,0.08706203946495847,-0.11450286010236232,-0.7918021170027605,0.0,0,HII,LINER,LINER,Ambiguous
189105,0,0.022993188351392743,66.08628845214844,17.063512802124027,1.4171257019042969,986.0338134765624,32.354358673095696,0.7408601122916791,-0.7430989002353217,-0.4730772811246061,-0.6439230487064269,-1.708562050587745,0.0,0,HII,HII,HII,HII
79405,0,0.03798569366335869,80.98587799072266,17.655017852783203,1.6939725875854492,824.7020874023438,66.40364074707031,0.7016165222030399,-0.39248868029262507,-0.4018893575644836,-0.4414857033517465,-1.5085281784379336,0.0,0,HII,HII,HII,HII
79877,0,0.059529300779104226,190.09078979492188,16.977899551391598,2.0508742332458496,217.8616485595703,69.31375885009766,0.8971020087917585,0.3997406742313835,-0.09575639614529682,-0.520597331400226,-1.3805139253013117,0.0,0,AGN,HII,HII,Ambiguous
80312,0,0.05948545038700104,186.89393615722656,16.921810150146484,1.8734085559844968,219.7160797119141,73.32352447509766,0.6886403448226882,0.2120218355329976,-0.13928998648158444,-0.5730689579401834,-1.4183937850469075,0.0,0,AGN,HII,HII,Ambiguous
204570,0,0.07354453951120378,229.91102600097656,16.539222717285153,2.129488706588745,128.580078125,122.3262176513672,0.5751867605616692,0.5535326227379203,0.3128499373539789,-0.1441038081152037,-0.5702851982495488,0.0,0,HII,Seyfert,HII,Ambiguous
